"CT County Subdivisions,Year",Year,Town,Total crime Rate,"Crime, Total crime, Number","Total estimated population, Number"
"9,009,073,101,999",1999,Branford,3029.67,869,28683
"9,009,800,702,005",2005,Waterbury,,,108819
"9,005,322,902,001",2001,Goshen,954.13,26,2725
"9,011,299,102,004",2004,Franklin,1550.8,29,1870
"9,003,276,002,004",2004,Farmington,3030.3,737,24321
"9,011,299,101,998",1998,Franklin,2506.81,46,1835
"9,009,141,602,010",2010,Cheshire,1148.29,336,29261
"9,009,469,402,007",2007,Middlebury,980.93,71,7238
"9,003,122,702,010",2010,Canton,1185.39,122,10292
"9,003,447,002,007",2007,Manchester,3650.92,2088,57191
"9,001,505,802,002",2002,New Canaan,539.46,105,19464
"9,005,109,402,003",2003,Canaan,976.04,11,1127
"9,005,109,402,010",2010,Canaan,1053.48,13,1234
"9,011,802,802,005",2005,Waterford,,,19335
"9,011,159,102,010",2010,Colchester,1145.13,184,16068
"9,005,160,502,001",2001,Colebrook,679.35,10,1472
"9,005,804,902,005",2005,Watertown,,,22088
"9,003,312,401,998",1998,Glastonbury,1668.97,532,31876
"9,015,121,302,010",2010,Canterbury,779.42,40,5132
"9,005,879,102,001",2001,Woodbury,1175.08,109,9276
"9,009,073,102,008",2008,Branford,3025.89,852,28157
"9,011,621,502,008",2008,Preston,1356.51,64,4718
"9,005,160,502,010",2010,Colebrook,875.42,13,1485
"9,009,499,502,004",2004,Naugatuck,1729.53,542,31338
"9,011,159,102,001",2001,Colchester,1693.53,249,14703
"9,003,458,202,007",2007,Marlborough,500.32,31,6196
"9,003,312,402,004",2004,Glastonbury,1401.39,461,32896
"9,003,825,902,005",2005,West Hartford,,,63429
"9,003,705,502,003",2003,Southington,2712.99,1105,40730
"9,009,877,002,001",2001,Woodbridge,2059.22,185,8984
"9,005,322,901,998",1998,Goshen,815.72,22,2697
"9,013,062,602,009",2009,Bolton,702.25,35,4984
"9,013,062,602,003",2003,Bolton,1298.44,65,5006
"9,007,153,502,010",2010,Clinton,3092.01,410,13260
"9,003,504,402,004",2004,New Britain,4573.09,3302,72205
"9,007,153,502,001",2001,Clinton,1479.67,194,13111
"9,011,068,202,000",2000,Bozrah,1909.21,45,2357
"9,009,875,602,001",2001,Wolcott,2402.03,369,15362
"9,009,622,902,008",2008,Prospect,895.84,83,9265
"9,001,505,802,004",2004,New Canaan,957.4,187,19532
"9,003,326,402,004",2004,Granby,1221.9,131,10721
"9,011,426,002,003",2003,Ledyard,912.41,135,14796
"9,003,020,602,003",2003,Avon,1477.71,244,16512
"9,003,326,401,998",1998,Granby,1884.6,195,10347
"92,010",2010,Connecticut,2477.1,88534,3574097
"9,007,470,802,007",2007,Middlefield,894.91,39,4358
"9,007,143,002,001",2001,Chester,1035.03,39,3768
"9,003,276,002,006",2006,Farmington,2822.38,696,24660
"9,007,816,802,005",2005,Westbrook,,,6615
"9,007,262,702,006",2006,Essex,907.44,60,6612
"9,013,762,902,003",2003,Tolland,685.23,94,13718
"9,005,322,902,004",2004,Goshen,676.4,19,2809
"9,003,870,702,001",2001,Windsor Locks,2249.98,272,12089
"9,005,082,102,008",2008,Bridgewater,687.29,12,1746
"9,001,634,802,008",2008,Redding,567.93,51,8980
"9,001,508,602,004",2004,New Fairfield,301.64,42,13924
"9,001,336,201,998",1998,Greenwich,1685.73,1030,61101
"9,009,445,602,003",2003,Madison,1001.06,180,17981
"9,013,062,602,000",2000,Bolton,817.22,41,5017
"9,001,266,202,006",2006,Fairfield,1978.56,1159,58578
"9,009,141,602,001",2001,Cheshire,1226.63,351,28615
"9,003,059,102,003",2003,Bloomfield,3600.75,715,19857
"9,001,089,802,008",2008,Brookfield,1049.47,171,16294
"9,015,599,802,000",2000,Plainfield,2585.68,378,14619
"9,003,870,002,001",2001,Windsor,2132.92,604,28318
"9,013,164,002,010",2010,Columbia,984.5,54,5485
"9,005,513,502,004",2004,New Hartford,745.23,48,6441
"9,011,342,502,004",2004,Groton,2315.58,926,39990
"9,011,339,002,004",2004,Griswold,843.32,95,11265
"9,011,339,001,998",1998,Griswold,1573.05,170,10807
"9,001,834,302,005",2005,Weston,,,10108
"9,009,520,702,004",2004,New Haven,8230.03,10377,126087
"9,001,336,202,004",2004,Greenwich,1100.95,673,61129
"9,003,059,102,000",2000,Bloomfield,4023.08,788,19587
"9,001,835,002,005",2005,Westport,,,26070
"9,015,867,902,001",2001,Windham,896.18,207,23098
"9,001,486,202,007",2007,Monroe,1035.6,201,19409
"9,009,349,502,004",2004,Guilford,1730.23,377,21789
"9,015,138,102,001",2001,Chaplin,2482.27,56,2256
"9,003,101,002,003",2003,Burlington,1231.96,105,8523
"9,011,299,102,006",2006,Franklin,1324.85,25,1887
"9,011,342,501,998",1998,Groton,2766.43,1104,39907
"9,003,312,402,006",2006,Glastonbury,1245.25,416,33407
"9,009,475,352,007",2007,Milford,3783.52,1991,52623
"9,003,849,002,005",2005,Wethersfield,,,26470
"9,003,122,702,001",2001,Canton,1257.65,113,8985
"9,011,523,502,004",2004,New London,4306.08,1139,26451
"9,005,864,402,001",2001,Winchester,1137.85,122,10722
"9,003,326,402,006",2006,Granby,1310.96,143,10908
"9,005,049,302,003",2003,Bethlehem,776.31,27,3478
"9,009,828,702,005",2005,West Haven,,,53962
"9,003,504,402,007",2007,New Britain,5457.6,3968,72706
"9,015,014,302,003",2003,Ashford,1368.88,57,4164
"9,009,349,501,998",1998,Guilford,2163.75,463,21398
"9,013,859,502,005",2005,Willington,,,6000
"9,015,121,302,001",2001,Canterbury,844.59,40,4736
"9,005,526,302,004",2004,New Milford,1191.47,328,27529
"9,009,356,502,004",2004,Hamden,2123.62,1243,58532
"9,005,049,302,000",2000,Bethlehem,438.34,15,3422
"9,007,224,901,999",1999,East Hampton,1011.08,135,13352
"9,005,322,902,006",2006,Goshen,628.49,18,2864
"9,001,505,802,007",2007,New Canaan,962.57,189,19635
"9,011,339,002,006",2006,Griswold,1026.71,118,11493
"9,007,473,602,007",2007,Middletown,2839.93,1315,46304
"9,001,863,702,001",2001,Wilton,1171.08,207,17676
"9,007,352,301,998",1998,Haddam,1285.45,92,7157
"9,001,741,902,003",2003,Stratford,4464.46,2250,50398
"9,015,360,002,004",2004,Hampton,444.44,8,1800
"9,003,101,002,008",2008,Burlington,726.95,66,9079
"9,013,859,502,001",2001,Willington,1223.4,73,5967
"9,001,863,702,005",2005,Wilton,,,17848
"9,001,508,602,007",2007,New Fairfield,338.06,47,13903
"9,007,352,302,004",2004,Haddam,576.44,44,7633
"9,015,091,902,003",2003,Brooklyn,1349.55,101,7484
"9,005,864,402,005",2005,Winchester,,,10953
"9,015,091,902,008",2008,Brooklyn,999.63,80,8003
"9,005,109,402,001",2001,Canaan,1277.37,14,1096
"9,009,356,501,998",1998,Hamden,3739.04,2128,56913
"9,011,342,502,006",2006,Groton,2275.68,911,40032
"9,011,423,902,003",2003,Lebanon,1110,78,7027
"9,001,336,202,006",2006,Greenwich,925.7,566,61143
"9,005,513,502,007",2007,New Hartford,894.85,60,6705
"9,005,664,202,000",2000,Salisbury,1307.52,52,3977
"9,009,499,502,007",2007,Naugatuck,2050.63,648,31600
"9,015,867,902,005",2005,Windham,,,24063
"9,003,084,902,008",2008,Bristol,2796.64,1689,60394
"9,003,849,002,001",2001,Wethersfield,2219.6,584,26311
"9,003,101,002,001",2001,Burlington,770.99,64,8301
"9,003,370,702,004",2004,Hartford,10443.04,12830,122857
"9,015,360,001,998",1998,Hampton,739.48,13,1758
"9,005,664,202,008",2008,Salisbury,950.37,36,3788
"9,009,538,902,004",2004,North Branford,1545.44,218,14106
"9,003,371,402,004",2004,Hartland,146.13,3,2053
"9,001,835,002,001",2001,Westport,2312.79,597,25813
"9,003,521,402,004",2004,Newington,3260.87,972,29808
"9,009,349,502,006",2006,Guilford,1578.42,347,21984
"9,001,529,802,004",2004,Newtown,1036.75,270,26043
"9,001,047,202,003",2003,Bethel,1300.63,237,18222
"9,007,352,302,006",2006,Haddam,838.63,66,7870
"9,011,442,102,003",2003,Lyme,937.65,20,2133
"9,003,870,002,005",2005,Windsor,,,28641
"9,003,370,701,998",1998,Hartford,9833.19,11955,121578
"9,005,372,802,004",2004,Harwinton,552.79,30,5427
"9,001,834,302,001",2001,Weston,776.04,78,10051
"9,003,870,702,005",2005,Windsor Locks,,,12271
"9,015,121,302,008",2008,Canterbury,793.02,40,5044
"9,009,012,202,003",2003,Ansonia,2307.73,433,18763
"9,001,047,202,000",2000,Bethel,924.34,167,18067
"9,001,089,802,003",2003,Brookfield,1452.83,231,15900
"9,009,520,702,007",2007,New Haven,7626.65,9757,127933
"9,009,676,102,008",2008,Seymour,1574.47,257,16323
"9,009,548,702,004",2004,North Haven,2259.36,530,23458
"9,015,091,902,001",2001,Brooklyn,1635.29,119,7277
"9,003,371,401,998",1998,Hartland,646.12,13,2012
"9,007,407,102,003",2003,Killingworth,648.3,40,6170
"9,009,356,502,006",2006,Hamden,3110.83,1846,59341
"9,005,526,302,007",2007,New Milford,1207.07,336,27836
"9,001,089,802,001",2001,Brookfield,984.56,155,15743
"9,013,379,102,004",2004,Hebron,619.47,56,9040
"9,005,160,501,999",1999,Colebrook,1427.6,21,1471
"9,009,875,602,005",2005,Wolcott,,,15948
"9,011,555,002,004",2004,North Stonington,880.11,45,5113
"9,007,816,802,001",2001,Westbrook,1856.22,118,6357
"9,005,534,702,004",2004,Norfolk,892.86,15,1680
"9,009,877,002,005",2005,Woodbridge,,,8987
"9,005,372,801,998",1998,Harwinton,795,42,5283
"9,005,540,302,004",2004,North Canaan,1049.16,35,3336
"9,003,371,402,006",2006,Hartland,192.96,4,2073
"9,005,402,902,004",2004,Kent,963.52,28,2906
"9,005,879,102,005",2005,Woodbury,,,9587
"9,001,560,602,000",2000,Norwalk,3956.55,3282,82951
"9,001,529,802,007",2007,Newtown,638.04,171,26801
"9,009,045,802,000",2000,Bethany,674.6,34,5040
"9,005,160,502,008",2008,Colebrook,877.19,13,1482
"9,011,523,502,007",2007,New London,4412.8,1193,27035
"9,003,370,702,006",2006,Hartford,8384.08,10354,123496
"9,013,010,802,003",2003,Andover,1123.23,35,3116
"9,013,379,101,998",1998,Hebron,1045.3,90,8610
"9,003,084,902,001",2001,Bristol,2886.66,1735,60104
"9,003,521,402,007",2007,Newington,3534.87,1067,30185
"9,015,360,002,006",2006,Hampton,494.23,9,1821
"9,005,082,102,001",2001,Bridgewater,1047.41,19,1814
"9,003,825,902,001",2001,West Hartford,2965.84,1885,63557
"9,009,696,402,003",2003,Southbury,1038.59,197,18968
"9,015,881,902,005",2005,Woodstock,,,7593
"9,009,828,702,001",2001,West Haven,4413.44,2325,52680
"9,003,084,902,003",2003,Bristol,3705.12,2230,60187
"9,005,804,902,001",2001,Watertown,1972.78,429,21746
"9,009,045,802,003",2003,Bethany,596.5,31,5197
"9,005,402,901,998",1998,Kent,1574.53,45,2858
"9,007,222,801,999",1999,East Haddam,1140.05,95,8333
"9,011,570,402,004",2004,Old Lyme,921.84,69,7485
"9,015,405,002,004",2004,Killingly,1313.05,221,16831
"9,009,583,002,000",2000,Oxford,1028.41,101,9821
"9,013,010,802,006",2006,Andover,594.49,19,3196
"9,007,407,102,004",2004,Killingworth,401.86,25,6221
"9,003,043,002,000",2000,Berlin,2053.25,374,18215
"9,001,080,702,001",2001,Bridgeport,5829.33,8161,139999
"9,015,881,902,002",2002,Woodstock,705.56,52,7370
"9,011,562,702,004",2004,Norwich,3295.75,1248,37867
"9,001,639,702,008",2008,Ridgefield,351.9,86,24439
"9,015,405,001,998",1998,Killingly,2197.67,362,16472
"9,011,802,802,001",2001,Waterford,3309.19,635,19189
"9,005,172,402,008",2008,Cornwall,773.01,11,1423
"9,001,560,602,004",2004,Norwalk,3876.83,3257,84012
"9,011,423,902,004",2004,Lebanon,622.61,44,7067
"9,007,573,202,004",2004,Old Saybrook,2384.41,246,10317
"9,015,405,002,006",2006,Killingly,1105.17,188,17011
"9,011,426,002,004",2004,Ledyard,728.11,108,14833
"9,009,073,102,001",2001,Branford,3340.67,956,28617
"9,009,012,202,006",2006,Ansonia,2182.28,414,18971
"9,009,576,002,004",2004,Orange,3416.65,462,13522
"9,009,800,702,001",2001,Waterbury,6387.75,6872,107581
"9,009,032,502,000",2000,Beacon Falls,1544.03,81,5246
"9,005,534,702,007",2007,Norfolk,708.38,12,1694
"9,005,879,102,002",2002,Woodbury,1250.94,117,9353
"9,009,538,902,007",2007,North Branford,1522.06,217,14257
"9,005,433,702,004",2004,Litchfield,835.72,70,8376
"9,005,433,702,003",2003,Litchfield,885.06,74,8361
"9,005,797,202,001",2001,Washington,1224.26,44,3594
"9,015,014,302,006",2006,Ashford,638.45,27,4229
"9,009,583,002,004",2004,Oxford,683.93,75,10966
"9,009,548,702,007",2007,North Haven,2662.35,633,23776
"9,007,180,802,008",2008,Cromwell,2409.64,332,13778
"9,007,407,101,998",1998,Killingworth,864.07,52,6018
"9,011,423,901,998",1998,Lebanon,1158.25,80,6907
"9,005,540,302,007",2007,North Canaan,1262.78,42,3326
"9,011,442,102,004",2004,Lyme,782.69,17,2172
"9,005,372,802,006",2006,Harwinton,1091.31,60,5498
"9,005,607,502,000",2000,Plymouth,1933.99,225,11634
"9,011,068,202,001",2001,Bozrah,1635.91,39,2384
"9,015,599,802,004",2004,Plainfield,1305.83,195,14933
"9,011,432,302,004",2004,Lisbon,2274.36,95,4177
"9,015,758,702,003",2003,Thompson,1535.57,139,9052
"9,005,795,102,001",2001,Warren,313.73,4,1275
"9,007,407,102,006",2006,Killingworth,363.81,23,6322
"9,001,560,602,007",2007,Norwalk,2633.04,2233,84807
"9,011,426,001,998",1998,Ledyard,994.08,146,14687
"9,013,379,102,006",2006,Hebron,594.21,55,9256
"9,009,787,402,001",2001,Wallingford,1956.66,846,43237
"9,005,027,602,006",2006,Barkhamsted,951.86,35,3677
"9,003,601,202,004",2004,Plainville,3529.14,617,17483
"9,009,445,602,004",2004,Madison,1065.36,192,18022
"9,013,062,602,001",2001,Bolton,897.67,45,5013
"9,003,020,602,006",2006,Avon,1233.13,212,17192
"9,003,220,701,999",1999,East Granby,1517.39,72,4745
"9,011,555,002,007",2007,North Stonington,1133.53,59,5205
"9,011,432,302,006",2006,Lisbon,2836.88,120,4230
"9,009,877,002,002",2002,Woodbridge,1146.48,103,8984
"9,011,432,301,998",1998,Lisbon,1032.19,42,4069
"9,009,032,502,006",2006,Beacon Falls,1064.94,61,5728
"9,015,405,002,003",2003,Killingly,1726.3,289,16741
"9,003,043,002,003",2003,Berlin,2389.1,447,18710
"9,003,059,102,001",2001,Bloomfield,3852.21,758,19677
"9,011,786,002,001",2001,Voluntown,1380.13,35,2536
"9,011,426,002,006",2006,Ledyard,1482.72,221,14905
"9,005,607,502,004",2004,Plymouth,1540.66,183,11878
"9,013,449,102,004",2004,Mansfield,1002.21,231,23049
"9,011,737,702,003",2003,Stonington,2027.85,367,18098
"9,013,782,502,001",2001,Vernon,2984.92,841,28175
"9,003,043,002,006",2006,Berlin,2301.36,442,19206
"9,005,433,701,998",1998,Litchfield,1154.4,96,8316
"9,011,570,402,007",2007,Old Lyme,861.61,65,7544
"9,009,032,502,003",2003,Beacon Falls,965.92,53,5487
"9,009,045,802,006",2006,Bethany,765.78,41,5354
"9,005,049,302,001",2001,Bethlehem,959.02,33,3441
"9,015,610,302,004",2004,Pomfret,578.18,23,3978
"9,011,442,102,006",2006,Lyme,488.89,11,2250
"9,005,433,702,006",2006,Litchfield,1070.66,90,8406
"9,013,778,302,001",2001,Union,423.13,3,709
"9,005,679,602,008",2008,Sharon,1028.73,29,2819
"9,005,027,602,000",2000,Barkhamsted,973.1,34,3494
"9,003,447,002,004",2004,Manchester,4476.31,2513,56140
"9,011,442,101,998",1998,Lyme,1190.48,24,2016
"9,005,082,102,003",2003,Bridgewater,334.26,6,1795
"9,001,185,002,008",2008,Danbury,2176.1,1734,79684
"9,007,618,002,004",2004,Portland,1426.68,129,9042
"9,009,465,202,004",2004,Meriden,4138.7,2454,59294
"9,009,676,102,000",2000,Seymour,1805.36,279,15454
"9,001,047,202,001",2001,Bethel,827.86,150,18119
"9,001,047,202,006",2006,Bethel,832.56,153,18377
"9,011,621,502,004",2004,Preston,893.05,42,4703
"9,009,576,002,007",2007,Orange,3566.49,490,13739
"9,003,020,602,000",2000,Avon,1155.89,183,15832
"9,001,772,002,001",2001,Trumbull,2890.68,995,34421
"9,009,445,601,998",1998,Madison,1405.53,251,17858
"9,007,573,202,007",2007,Old Saybrook,2315.18,238,10280
"9,003,601,202,000",2000,Plainville,3041.32,527,17328
"9,009,875,602,002",2002,Wolcott,1508.9,234,15508
"9,005,765,702,001",2001,Torrington,2695.36,952,35320
"9,005,049,302,006",2006,Bethlehem,594.4,21,3533
"9,009,045,802,001",2001,Bethany,589.16,30,5092
"9,005,027,602,003",2003,Barkhamsted,948.13,34,3586
"9,003,870,702,002",2002,Windsor Locks,1944.95,236,12134
"9,005,402,902,003",2003,Kent,1347.62,39,2894
"9,015,734,202,003",2003,Sterling,1175.41,39,3318
"9,009,622,902,004",2004,Prospect,1057.2,95,8986
"9,015,014,302,000",2000,Ashford,805.27,33,4098
"9,001,080,702,003",2003,Bridgeport,6386.45,9001,140939
"9,013,062,602,006",2006,Bolton,900.9,45,4995
"9,003,458,202,004",2004,Marlborough,985.47,59,5987
"9,007,208,101,999",1999,Durham,1222.27,81,6627
"9,003,447,001,998",1998,Manchester,4817.32,2637,54740
"9,003,043,002,001",2001,Berlin,2622.42,482,18380
"9,005,494,602,007",2007,Morris,635.06,15,2362
"9,009,469,402,004",2004,Middlebury,1376.61,95,6901
"9,015,627,102,004",2004,Putnam,400.65,37,9235
"9,009,012,202,000",2000,Ansonia,1719.31,319,18554
"9,013,762,902,001",2001,Tolland,547.35,73,13337
"9,013,449,101,998",1998,Mansfield,1414.09,293,20720
"9,009,445,602,006",2006,Madison,1093.62,198,18105
"9,001,634,802,004",2004,Redding,892.75,77,8625
"9,007,473,602,004",2004,Middletown,2989.39,1344,44959
"9,015,758,702,001",2001,Thompson,951.21,85,8936
"9,013,379,102,003",2003,Hebron,861.97,77,8933
"9,009,032,502,001",2001,Beacon Falls,1201.65,64,5326
"9,015,599,802,007",2007,Plainfield,850.42,129,15169
"9,013,010,802,000",2000,Andover,823.45,25,3036
"9,003,458,202,006",2006,Marlborough,1110.02,68,6126
"9,009,073,102,006",2006,Branford,2721.91,770,28289
"9,005,757,302,003",2003,Thomaston,1470.2,112,7618
"9,003,458,201,998",1998,Marlborough,1191.1,68,5709
"9,009,073,102,003",2003,Branford,3468.37,988,28486
"9,005,757,302,001",2001,Thomaston,1418.91,107,7541
"9,011,562,702,007",2007,Norwich,2866.26,1123,39180
"9,007,191,302,008",2008,Deep River,864.86,40,4625
"9,011,432,302,003",2003,Lisbon,1349.4,56,4150
"9,009,469,402,006",2006,Middlebury,996.49,71,7125
"9,003,870,002,002",2002,Windsor,1940.28,551,28398
"9,015,881,901,999",1999,Woodstock,623.18,45,7221
"9,007,470,802,004",2004,Middlefield,1141.66,49,4292
"9,003,653,702,004",2004,Rocky Hill,2234.37,417,18663
"9,005,027,602,001",2001,Barkhamsted,1021.28,36,3525
"9,009,465,201,998",1998,Meriden,3442.41,2005,58244
"9,009,576,002,000",2000,Orange,3438.37,455,13233
"9,005,797,202,000",2000,Washington,806.45,29,3596
"9,005,607,502,007",2007,Plymouth,2661.69,321,12060
"9,003,020,602,001",2001,Avon,940.28,151,16059
"9,001,486,202,004",2004,Monroe,1044.47,202,19340
"9,001,639,702,004",2004,Ridgefield,349.4,84,24041
"9,003,745,402,001",2001,Suffield,1205.52,166,13770
"9,005,372,802,003",2003,Harwinton,1317.01,71,5391
"9,011,489,002,004",2004,Montville,733.28,139,18956
"9,005,879,101,999",1999,Woodbury,848.01,78,9198
"9,005,082,102,006",2006,Bridgewater,509.63,9,1766
"9,009,469,401,998",1998,Middlebury,1302.12,84,6451
"9,005,659,302,004",2004,Roxbury,1601.1,35,2186
"9,009,195,501,999",1999,Derby,3365.35,417,12391
"9,009,475,352,003",2003,Milford,3748.98,1966,52441
"9,003,084,902,006",2006,Bristol,3085.67,1861,60311
"9,001,741,902,001",2001,Stratford,2787.48,1397,50117
"9,015,014,302,001",2001,Ashford,606.8,25,4120
"9,011,068,202,003",2003,Bozrah,1107.47,27,2438
"9,009,583,002,007",2007,Oxford,1006.43,119,11824
"9,001,080,702,006",2006,Bridgeport,5956.49,8479,142349
"9,007,470,802,006",2006,Middlefield,1083.95,47,4336
"9,015,867,902,002",2002,Windham,706.97,165,23339
"9,015,627,102,008",2008,Putnam,359.1,34,9468
"9,003,745,402,003",2003,Suffield,1710.42,243,14207
"9,009,475,352,004",2004,Milford,3538.02,1857,52487
"9,011,737,702,001",2001,Stonington,1992.21,358,17970
"9,003,059,102,006",2006,Bloomfield,3572.49,719,20126
"9,009,475,352,006",2006,Milford,3537.67,1860,52577
"9,015,610,302,007",2007,Pomfret,340.47,14,4112
"9,015,218,602,008",2008,Eastford,348.23,6,1723
"9,005,172,401,999",1999,Cornwall,2510.46,36,1434
"9,005,494,602,004",2004,Morris,1070.21,25,2336
"9,011,786,002,008",2008,Voluntown,579.6,15,2588
"9,009,012,202,001",2001,Ansonia,2179.98,406,18624
"9,015,674,002,008",2008,Scotland,1182.03,20,1692
"9,009,465,202,006",2006,Meriden,3900.16,2333,59818
"9,011,662,102,004",2004,Salem,779.87,31,3975
"9,007,180,802,000",2000,Cromwell,2385.21,307,12871
"9,003,447,002,006",2006,Manchester,4123.78,2344,56841
"9,009,195,502,008",2008,Derby,2914.06,373,12800
"9,003,689,402,003",2003,Simsbury,1067.89,249,23317
"9,015,734,202,001",2001,Sterling,1261.03,40,3172
"9,011,489,002,007",2007,Montville,934.39,180,19264
"9,001,238,902,008",2008,Easton,416.33,31,7446
"9,015,091,902,006",2006,Brooklyn,949.33,74,7795
"9,015,138,102,008",2008,Chaplin,610.29,14,2294
"9,001,089,802,006",2006,Brookfield,1078.27,174,16137
"9,003,825,902,002",2002,West Hartford,3012.99,1914,63525
"9,011,423,902,006",2006,Lebanon,545.61,39,7148
"9,005,664,202,004",2004,Salisbury,772.6,30,3883
"9,013,010,802,001",2001,Andover,685.6,21,3063
"91,999",1999,Connecticut,3260.49,111038,3405565
"9,011,068,202,006",2006,Bozrah,1230.65,31,2519
"9,015,674,002,004",2004,Scotland,800.49,13,1624
"9,001,730,702,001",2001,Stamford,2623.28,3086,117639
"9,011,621,502,007",2007,Preston,1166.49,55,4715
"9,001,486,202,006",2006,Monroe,840.81,163,19386
"9,003,101,002,006",2006,Burlington,654.85,58,8857
"9,009,141,602,008",2008,Cheshire,1074.97,313,29117
"9,005,795,102,008",2008,Warren,70.42,1,1420
"9,009,676,102,004",2004,Seymour,1516.87,241,15888
"9,003,653,702,008",2008,Rocky Hill,1379.13,267,19360
"9,011,489,002,006",2006,Montville,1419.55,272,19161
"9,001,080,702,008",2008,Bridgeport,5441.45,7797,143289
"9,007,473,602,006",2006,Middletown,3340.89,1532,45856
"9,013,253,602,008",2008,Ellington,524.36,79,15066
"9,011,342,502,000",2000,Groton,2373.02,947,39907
"92,008",2008,Connecticut,2772.15,98145,3540391
"9,015,627,102,007",2007,Putnam,488.89,46,9409
"9,013,720,902,001",2001,Stafford,966.18,110,11385
"9,009,622,902,007",2007,Prospect,739.45,68,9196
"9,003,259,902,008",2008,Enfield,2414.78,1081,44766
"9,005,109,402,006",2006,Canaan,767.26,9,1173
"9,005,402,902,006",2006,Kent,955.31,28,2931
"9,015,881,902,000",2000,Woodstock,761.67,55,7221
"9,005,679,602,004",2004,Sharon,760.19,22,2894
"9,005,659,302,008",2008,Roxbury,1028.16,23,2237
"9,005,494,602,006",2006,Morris,1189.97,28,2353
"9,013,164,002,008",2008,Columbia,873.28,47,5382
"9,003,713,902,008",2008,South Windsor,1744.6,444,25450
"9,007,222,802,008",2008,East Haddam,1394,125,8967
"9,001,634,802,007",2007,Redding,551.06,49,8892
"9,007,352,302,002",2002,Haddam,878.97,65,7395
"9,007,618,002,007",2007,Portland,1024.26,95,9275
"9,007,262,702,008",2008,Essex,917.71,61,6647
"9,005,879,102,000",2000,Woodbury,880.63,81,9198
"9,013,449,102,006",2006,Mansfield,830.1,201,24214
"9,009,800,702,008",2008,Waterbury,5505.39,6042,109747
"9,001,681,702,004",2004,Shelton,1408.85,545,38684
"9,011,662,102,008",2008,Salem,806.45,33,4092
"9,011,716,702,001",2001,Sprague,1278.6,38,2972
"9,001,188,502,008",2008,Darien,1058.18,217,20507
"9,003,601,202,007",2007,Plainville,3568.18,628,17600
"9,009,469,402,003",2003,Middlebury,1694.17,115,6788
"9,009,696,402,008",2008,Southbury,860.62,169,19637
"9,013,178,002,008",2008,Coventry,1265.41,155,12249
"9,001,639,702,007",2007,Ridgefield,398.52,97,24340
"9,003,705,502,001",2001,Southington,2288.95,917,40062
"9,011,716,702,008",2008,Sprague,1073.47,32,2981
"9,009,499,502,006",2006,Naugatuck,1986.48,626,31513
"9,009,877,002,000",2000,Woodbridge,1692.09,152,8983
"9,011,159,102,008",2008,Colchester,881.7,139,15765
"9,015,121,302,006",2006,Canterbury,786.92,39,4956
"9,001,683,102,004",2004,Sherman,187.72,7,3729
"9,003,689,402,008",2008,Simsbury,984.82,231,23456
"9,003,504,402,006",2006,New Britain,4962.85,3600,72539
"9,003,220,702,008",2008,East Granby,1361.75,69,5067
"9,003,122,702,006",2006,Canton,1369.58,133,9711
"9,003,705,502,008",2008,Southington,2400.89,1018,42401
"9,003,226,302,008",2008,East Hartford,3647.11,1857,50917
"9,003,653,702,007",2007,Rocky Hill,1693.94,325,19186
"9,009,696,402,001",2001,Southbury,1417.04,265,18701
"9,007,208,102,008",2008,Durham,829.19,60,7236
"9,003,276,002,008",2008,Farmington,2772,693,25000
"9,015,138,102,006",2006,Chaplin,876.04,20,2283
"9,003,122,702,008",2008,Canton,1289.74,129,10002
"9,005,804,902,008",2008,Watertown,1821.6,407,22343
"9,003,689,402,004",2004,Simsbury,972.37,227,23345
"9,013,692,202,008",2008,Somers,400.39,45,11239
"9,001,505,802,006",2006,New Canaan,994.85,195,19601
"9,009,875,602,000",2000,Wolcott,2030.89,309,15215
"9,013,178,002,000",2000,Coventry,1086.58,125,11504
"9,009,229,102,008",2008,East Haven,2988.67,868,29043
"9,005,659,302,007",2007,Roxbury,809.35,18,2224
"9,001,508,602,006",2006,New Fairfield,416.97,58,13910
"9,001,730,702,008",2008,Stamford,2082.6,2531,121531
"9,001,266,202,008",2008,Fairfield,1908.77,1126,58991
"9,003,713,902,001",2001,South Windsor,1079.78,265,24542
"9,005,757,302,008",2008,Thomaston,1677.34,131,7810
"9,011,802,802,008",2008,Waterford,2895.49,563,19444
"9,013,692,202,004",2004,Somers,600.3,65,10828
"9,005,664,202,007",2007,Salisbury,1259.18,48,3812
"9,009,349,502,002",2002,Guilford,1857.08,401,21593
"9,009,141,602,006",2006,Cheshire,907.71,263,28974
"9,007,262,702,002",2002,Essex,947.87,62,6541
"9,011,234,002,008",2008,East Lyme,1076.46,204,18951
"9,011,662,102,007",2007,Salem,590.7,24,4063
"9,003,870,702,000",2000,Windsor Locks,2134.02,257,12043
"9,015,734,202,008",2008,Sterling,705.75,26,3684
"9,003,312,402,008",2008,Glastonbury,996.55,338,33917
"9,013,692,202,001",2001,Somers,912.55,96,10520
"9,015,758,702,008",2008,Thompson,781.42,73,9342
"9,009,828,702,008",2008,West Haven,3586.84,1970,54923
"9,003,713,902,004",2004,South Windsor,1744.82,435,24931
"9,005,513,502,006",2006,New Hartford,816.08,54,6617
"9,005,109,402,008",2008,Canaan,997.51,12,1203
"9,007,143,002,006",2006,Chester,770.42,30,3894
