"CT County Subdivisions,Year",Year,Town,Juvenile arrests Rate,"Juvenile arrests, Total arrests, 10 to 17 years, Number","Total population, 10 to 17 years, Number"
"9,001,741,902,008",2008,Stratford,3928.05,214,5448
"9,003,458,202,004",2004,Marlborough,1065.25,8,751
"9,011,489,002,003",2003,Montville,3531.69,73,2067
"9,009,576,001,998",1998,Orange,,,
"9,005,049,302,002",2002,Bethlehem,,,
"9,005,757,302,008",2008,Thomaston,2545.07,24,943
"9,009,499,502,003",2003,Naugatuck,4114.68,155,3767
"9,001,529,802,002",2002,Newtown,,,
"9,015,758,702,008",2008,Thompson,1208.18,13,1076
"9,007,143,002,007",2007,Chester,2427.18,10,412
"9,003,745,402,008",2008,Suffield,1854.07,31,1672
"9,003,705,502,003",2003,Southington,3656.91,165,4512
"9,013,762,902,007",2007,Tolland,1177.68,23,1953
"9,007,470,802,009",2009,Middlefield,731.26,4,547
"9,009,583,001,998",1998,Oxford,,,
"9,009,465,202,004",2004,Meriden,9204.32,605,6573
"9,005,534,702,002",2002,Norfolk,,,
"9,015,674,002,008",2008,Scotland,0,0,210
"9,007,153,502,007",2007,Clinton,4900.57,69,1408
"9,009,469,402,004",2004,Middlebury,1768.87,15,848
"9,003,504,402,003",2003,New Britain,11181.04,835,7468
"9,005,679,602,008",2008,Sharon,3292.18,8,243
"9,015,758,702,007",2007,Thompson,1485.61,16,1077
"9,013,762,902,008",2008,Tolland,1806.32,36,1993
"9,001,505,802,003",2003,New Canaan,1109.92,31,2793
"9,015,599,801,998",1998,Plainfield,,,
"9,005,765,702,008",2008,Torrington,5633.8,200,3550
"9,011,159,102,007",2007,Colchester,1502.67,31,2063
"9,005,494,602,009",2009,Morris,371.75,1,269
"9,001,508,602,003",2003,New Fairfield,1760.75,34,1931
"9,001,772,002,007",2007,Trumbull,6160.71,276,4480
"9,005,402,902,007",2007,Kent,1127.82,3,266
"9,015,360,002,001",2001,Hampton,,,
"9,007,470,802,004",2004,Middlefield,2509.65,13,518
"9,013,782,502,008",2008,Vernon,4522.02,114,2521
"9,001,772,002,008",2008,Trumbull,6167.69,281,4556
"9,013,164,002,007",2007,Columbia,8789.39,53,603
"9,009,538,902,002",2002,North Branford,,,
"9,007,473,602,004",2004,Middletown,3600.2,143,3972
"9,005,659,301,999",1999,Roxbury,,,
"9,015,218,602,005",2005,Eastford,,,
"9,005,540,302,002",2002,North Canaan,,,
"9,005,513,502,003",2003,New Hartford,3524.8,27,766
"9,009,787,402,008",2008,Wallingford,2046.47,96,4691
"9,011,662,101,999",1999,Salem,,,
"9,009,548,702,002",2002,North Haven,,,
"9,003,601,201,998",1998,Plainville,,,
"9,009,520,702,003",2003,New Haven,13076.11,1742,13322
"9,009,787,402,007",2007,Wallingford,2918.62,137,4694
"9,005,765,702,007",2007,Torrington,4368.52,156,3571
"92,007",2007,Connecticut,5839.28,22592,386897
"9,005,659,302,003",2003,Roxbury,1171.88,3,256
"9,005,172,402,004",2004,Cornwall,4651.16,8,172
"9,009,800,702,008",2008,Waterbury,12550.35,1589,12661
"9,011,068,202,002",2002,Bozrah,,,
"9,009,475,352,004",2004,Milford,7756.34,410,5286
"9,001,560,602,002",2002,Norwalk,,,
"9,011,802,802,007",2007,Waterford,7794.05,165,2117
"9,015,610,301,998",1998,Pomfret,,,
"9,003,371,402,001",2001,Hartland,,,
"9,009,622,902,009",2009,Prospect,646.35,7,1083
"9,011,716,702,004",2004,Sprague,2332.36,8,343
"9,003,084,902,003",2003,Bristol,5322.76,329,6181
"9,013,782,502,007",2007,Vernon,5147.35,131,2545
"9,003,870,002,000",2000,Windsor,,,
"9,011,562,702,002",2002,Norwich,,,
"9,005,607,501,998",1998,Plymouth,,,
"9,005,795,102,007",2007,Warren,653.59,1,153
"9,003,870,702,000",2000,Windsor Locks,,,
"9,015,627,102,009",2009,Putnam,501.5,5,997
"9,007,618,001,998",1998,Portland,,,
"9,005,804,902,007",2007,Watertown,2856.03,73,2556
"9,001,089,802,003",2003,Brookfield,1487.36,30,2017
"9,005,402,902,001",2001,Kent,,,
"9,011,570,402,002",2002,Old Lyme,,,
"9,003,825,902,007",2007,West Hartford,6664.73,460,6902
"9,005,797,202,007",2007,Washington,3324.81,13,391
"9,009,875,602,000",2000,Wolcott,,,
"9,005,049,302,007",2007,Bethlehem,1138.95,5,439
"9,015,881,902,008",2008,Woodstock,1200,12,1000
"9,011,621,501,998",1998,Preston,,,
"9,009,800,702,007",2007,Waterbury,12395.51,1557,12561
"9,005,795,102,009",2009,Warren,0,0,161
"9,007,573,202,002",2002,Old Saybrook,,,
"9,001,634,802,009",2009,Redding,1430.84,18,1258
"9,009,828,702,007",2007,West Haven,12294.46,643,5230
"9,015,091,902,003",2003,Brooklyn,5562.13,47,845
"9,005,879,102,000",2000,Woodbury,,,
"9,001,683,102,008",2008,Sherman,0,0,462
"9,001,834,302,002",2002,Weston,,,
"9,003,101,002,003",2003,Burlington,1694.92,19,1121
"9,015,674,002,003",2003,Scotland,1877.93,4,213
"9,009,622,901,998",1998,Prospect,,,
"9,001,639,702,009",2009,Ridgefield,959.05,37,3858
"9,007,816,802,007",2007,Westbrook,1461.99,10,684
"9,015,734,202,004",2004,Sterling,1728.4,7,405
"9,015,881,902,000",2000,Woodstock,,,
"9,009,576,002,002",2002,Orange,,,
"9,011,299,102,009",2009,Franklin,904.98,2,221
"9,011,432,302,001",2001,Lisbon,,,
"9,009,583,002,002",2002,Oxford,,,
"9,003,653,702,009",2009,Rocky Hill,1743.53,31,1778
"9,015,627,101,998",1998,Putnam,,,
"9,005,109,402,003",2003,Canaan,25196.85,32,127
"9,013,010,802,001",2001,Andover,,,
"9,009,676,102,009",2009,Seymour,5724.1,100,1747
"9,011,068,202,007",2007,Bozrah,2877.7,8,278
"9,001,834,302,007",2007,Weston,532.86,9,1689
"9,015,218,602,006",2006,Eastford,1578.95,3,190
"9,015,599,802,002",2002,Plainfield,,,
"9,001,835,002,007",2007,Westport,1502.15,56,3728
"9,001,634,801,998",1998,Redding,,,
"9,015,121,302,003",2003,Canterbury,2073.37,13,627
"9,005,797,202,009",2009,Washington,819.67,3,366
"9,009,012,202,001",2001,Ansonia,,,
"9,003,601,202,002",2002,Plainville,,,
"9,001,681,702,009",2009,Shelton,2886.89,122,4226
"9,003,849,002,007",2007,Wethersfield,4851.75,126,2597
"9,015,014,302,001",2001,Ashford,,,
"9,003,122,702,003",2003,Canton,3380.28,36,1065
"9,001,639,701,998",1998,Ridgefield,,,
"9,005,082,102,007",2007,Bridgewater,523.56,1,191
"9,007,816,802,009",2009,Westbrook,429.18,3,699
"9,005,607,502,002",2002,Plymouth,,,
"9,001,683,102,003",2003,Sherman,1072.96,5,466
"9,011,442,102,001",2001,Lyme,,,
"9,003,020,602,001",2001,Avon,,,
"9,009,141,602,003",2003,Cheshire,3575.36,130,3636
"9,013,859,502,007",2007,Willington,1300.81,8,615
"9,003,653,701,998",1998,Rocky Hill,,,
"9,007,618,002,002",2002,Portland,,,
"9,013,692,202,009",2009,Somers,346.02,4,1156
"9,001,863,702,007",2007,Wilton,1473.23,41,2783
"9,005,322,902,009",2009,Goshen,301.2,1,332
"9,005,027,602,001",2001,Barkhamsted,,,
"9,007,153,502,003",2003,Clinton,5110.5,74,1448
"9,005,659,301,998",1998,Roxbury,,,
"9,003,713,902,009",2009,South Windsor,2600.9,87,3345
"9,005,864,402,007",2007,Winchester,11111.11,126,1134
"9,003,689,402,009",2009,Simsbury,3254.35,114,3503
"9,003,043,002,001",2001,Berlin,,,
"9,009,622,902,002",2002,Prospect,,,
"9,013,778,302,004",2004,Union,3030.3,2,66
"9,013,859,502,009",2009,Willington,660.07,4,606
"9,015,627,102,002",2002,Putnam,,,
"9,009,877,002,002",2002,Woodbridge,,,
"9,011,662,101,998",1998,Salem,,,
"9,001,047,202,001",2001,Bethel,,,
"9,013,164,002,003",2003,Columbia,2214.65,13,587
"9,011,716,702,003",2003,Sprague,2285.71,8,350
"9,015,867,902,007",2007,Windham,1081.78,25,2311
"9,011,159,102,003",2003,Colchester,3100.37,59,1903
"9,001,639,702,002",2002,Ridgefield,,,
"9,003,705,502,009",2009,Southington,2352.43,108,4591
"9,013,010,802,003",2003,Andover,783.29,3,383
"9,005,664,201,998",1998,Salisbury,,,
"92,003",2003,Connecticut,6468.22,24556,379641
"9,003,870,002,007",2007,Windsor,8135.28,267,3282
"9,003,059,102,001",2001,Bloomfield,,,
"9,003,653,702,002",2002,Rocky Hill,,,
"9,013,720,902,009",2009,Stafford,2670.62,36,1348
"9,011,786,002,004",2004,Voluntown,1369.86,4,292
"9,009,696,402,009",2009,Southbury,2106.23,46,2184
"9,013,062,602,001",2001,Bolton,,,
"9,005,172,402,003",2003,Cornwall,3448.28,6,174
"9,015,674,001,998",1998,Scotland,,,
"9,003,870,702,007",2007,Windsor Locks,5513.02,72,1306
"9,005,494,602,001",2001,Morris,,,
"9,011,299,102,006",2006,Franklin,0,0,222
"9,013,178,002,003",2003,Coventry,1987.66,29,1459
"9,009,073,102,001",2001,Branford,,,
"9,011,662,102,002",2002,Salem,,,
"9,013,010,802,008",2008,Andover,2797.2,12,429
"9,009,875,602,007",2007,Wolcott,6033.63,122,2022
"9,009,676,101,998",1998,Seymour,,,
"9,001,741,902,009",2009,Stratford,4417.67,242,5478
"9,011,737,702,009",2009,Stonington,5675.25,108,1903
"9,005,664,202,002",2002,Salisbury,,,
"9,005,795,102,004",2004,Warren,704.23,1,142
"9,001,080,702,001",2001,Bridgeport,,,
"9,001,730,702,009",2009,Stamford,4592.3,508,11062
"9,005,322,902,006",2006,Goshen,1234.57,4,324
"9,007,180,802,003",2003,Cromwell,9304.03,127,1365
"9,005,797,202,004",2004,Washington,3271.03,14,428
"9,005,679,601,998",1998,Sharon,,,
"9,015,881,902,007",2007,Woodstock,1303.91,13,997
"9,009,676,102,002",2002,Seymour,,,
"9,009,877,002,007",2007,Woodbridge,2502.02,31,1239
"9,003,084,902,001",2001,Bristol,,,
"9,003,745,402,009",2009,Suffield,704.64,12,1703
"9,003,745,402,003",2003,Suffield,1188.9,18,1514
"9,001,185,002,003",2003,Danbury,5353.76,367,6855
"9,005,757,302,009",2009,Thomaston,2318.23,22,949
"9,001,681,701,998",1998,Shelton,,,
"9,005,879,102,007",2007,Woodbury,2638.76,29,1099
"9,001,089,802,001",2001,Brookfield,,,
"9,005,679,602,002",2002,Sharon,,,
"9,015,734,202,008",2008,Sterling,1635.51,7,428
"9,005,879,102,009",2009,Woodbury,891.27,10,1122
"9,005,049,302,003",2003,Bethlehem,4328.02,19,439
"9,007,191,302,003",2003,Deep River,18929.25,99,523
"9,001,188,502,003",2003,Darien,1968.21,52,2642
"9,001,683,101,998",1998,Sherman,,,
"9,015,758,702,009",2009,Thompson,3165.74,34,1074
"9,005,109,402,007",2007,Canaan,5217.39,6,115
"9,003,101,002,001",2001,Burlington,,,
"9,009,012,202,008",2008,Ansonia,6411.48,134,2090
"9,009,195,502,003",2003,Derby,2345.79,27,1151
"9,015,014,302,008",2008,Ashford,407.33,2,491
"9,015,121,302,001",2001,Canterbury,,,
"9,001,681,702,002",2002,Shelton,,,
"9,003,689,401,998",1998,Simsbury,,,
"9,015,121,302,007",2007,Canterbury,825.08,5,606
"9,003,689,402,002",2002,Simsbury,,,
"9,005,765,702,009",2009,Torrington,6689.34,236,3528
"9,013,762,902,009",2009,Tolland,787.01,16,2033
"9,011,068,202,003",2003,Bozrah,1107.01,3,271
"9,003,020,602,008",2008,Avon,1558.65,38,2438
"9,009,141,601,998",1998,Cheshire,,,
"9,015,881,902,009",2009,Woodstock,796.81,8,1004
"9,007,208,102,003",2003,Durham,5020.92,48,956
"9,013,692,201,998",1998,Somers,,,
"9,003,122,702,001",2001,Canton,,,
"9,005,534,702,001",2001,Norfolk,,,
"9,003,220,702,003",2003,East Granby,1543.74,9,583
"9,005,027,602,008",2008,Barkhamsted,656.46,3,457
"9,009,141,602,001",2001,Cheshire,,,
"9,013,692,202,002",2002,Somers,,,
"9,013,778,302,003",2003,Union,0,0,65
"9,009,032,502,008",2008,Beacon Falls,2413.27,16,663
"9,003,713,902,002",2002,South Windsor,,,
"9,003,713,901,998",1998,South Windsor,,,
"9,001,772,002,009",2009,Trumbull,5180.23,240,4633
"9,007,222,802,003",2003,East Haddam,1659.75,16,964
"9,007,153,502,001",2001,Clinton,,,
"9,009,045,802,008",2008,Bethany,1515.15,11,726
"9,005,049,302,008",2008,Bethlehem,683.37,3,439
"9,003,043,002,008",2008,Berlin,2006.38,44,2193
"9,015,138,102,007",2007,Chaplin,1702.13,4,235
"9,009,696,402,002",2002,Southbury,,,
"9,011,068,202,008",2008,Bozrah,1785.71,5,280
"9,013,782,502,009",2009,Vernon,4687.5,117,2496
"9,009,696,401,998",1998,Southbury,,,
"9,011,159,102,001",2001,Colchester,,,
"9,005,082,102,003",2003,Bridgewater,0,0,208
"9,007,224,902,003",2003,East Hampton,4488.59,61,1359
"9,003,705,502,002",2002,Southington,,,
"9,013,010,801,999",1999,Andover,,,
"9,009,787,402,009",2009,Wallingford,2581.06,121,4688
"9,015,138,101,998",1998,Chaplin,,,
"9,001,047,202,008",2008,Bethel,1908.22,42,2201
"9,003,705,501,998",1998,Southington,,,
"9,009,800,702,009",2009,Waterbury,10054.86,1283,12760
"9,003,226,302,003",2003,East Hartford,12860.1,683,5311
"92,001",2001,Connecticut,,,
"9,011,802,802,009",2009,Waterford,14792.35,317,2143
"9,011,555,002,001",2001,North Stonington,,,
"9,003,059,102,008",2008,Bloomfield,9165.81,178,1942
"9,013,178,002,001",2001,Coventry,,,
"9,011,716,702,002",2002,Sprague,,,
"9,011,716,701,998",1998,Sprague,,,
"9,009,229,102,003",2003,East Haven,3784.16,108,2854
"9,005,804,902,009",2009,Watertown,2547.02,65,2552
"9,013,720,902,002",2002,Stafford,,,
"9,011,234,002,003",2003,East Lyme,2053.39,40,1948
"9,013,062,602,008",2008,Bolton,1421.8,9,633
"9,007,180,802,001",2001,Cromwell,,,
"9,001,730,702,002",2002,Stamford,,,
"9,005,160,502,007",2007,Colebrook,2259.89,4,177
"9,013,720,901,998",1998,Stafford,,,
"9,015,360,002,009",2009,Hampton,0,0,190
"9,005,082,102,008",2008,Bridgewater,534.76,1,187
"9,003,248,002,003",2003,East Windsor,10794.9,110,1019
"9,009,073,102,008",2008,Branford,4272.52,111,2598
"9,001,185,002,001",2001,Danbury,,,
"9,003,825,902,009",2009,West Hartford,4571.35,321,7022
"9,005,027,601,999",1999,Barkhamsted,,,
"9,001,080,702,008",2008,Bridgeport,5786.53,920,15899
"9,001,730,701,998",1998,Stamford,,,
"9,011,737,702,002",2002,Stonington,,,
"9,001,238,902,003",2003,Easton,2361.4,23,974
"9,001,188,502,001",2001,Darien,,,
"9,009,828,702,009",2009,West Haven,5717.6,296,5177
"9,001,741,902,002",2002,Stratford,,,
"9,015,138,102,003",2003,Chaplin,4184.1,10,239
"9,009,032,501,999",1999,Beacon Falls,,,
"9,011,786,002,003",2003,Voluntown,2033.9,6,295
"9,001,834,302,009",2009,Weston,282.17,5,1772
"9,005,109,402,008",2008,Canaan,12389.38,14,113
"9,015,734,201,998",1998,Sterling,,,
"9,003,084,902,008",2008,Bristol,3984.91,243,6098
"9,007,191,302,001",2001,Deep River,,,
"9,003,745,402,002",2002,Suffield,,,
"9,007,143,002,003",2003,Chester,2806.12,11,392
"9,003,371,402,009",2009,Hartland,0,0,219
"9,003,259,902,003",2003,Enfield,10208.06,471,4614
"9,013,253,602,003",2003,Ellington,2029.17,32,1577
"9,011,737,701,998",1998,Stonington,,,
"9,001,835,002,009",2009,Westport,907.94,36,3965
"9,007,143,001,998",1998,Chester,,,
"9,015,091,902,008",2008,Brooklyn,1620.37,14,864
"9,009,045,801,999",1999,Bethany,,,
"9,009,195,502,001",2001,Derby,,,
"9,001,089,802,008",2008,Brookfield,1109.57,24,2163
"9,005,757,302,002",2002,Thomaston,,,
"9,001,266,202,003",2003,Fairfield,1433.09,86,6001
"9,015,138,102,008",2008,Chaplin,3418.8,8,234
"9,007,208,102,001",2001,Durham,,,
"9,003,849,002,009",2009,Wethersfield,3720.41,99,2661
"9,001,741,901,998",1998,Stratford,,,
"9,003,101,002,008",2008,Burlington,1987.28,25,1258
"9,005,160,502,003",2003,Colebrook,7017.54,12,171
"9,005,372,802,009",2009,Harwinton,888.89,6,675
"9,011,570,402,001",2001,Old Lyme,,,
"9,003,276,002,003",2003,Farmington,8372.09,234,2795
"9,003,220,702,001",2001,East Granby,,,
"9,001,863,702,009",2009,Wilton,831.89,24,2885
"9,013,762,902,002",2002,Tolland,,,
"9,015,758,702,002",2002,Thompson,,,
"9,005,049,301,999",1999,Bethlehem,,,
"9,005,864,402,009",2009,Winchester,7417.34,83,1119
"9,003,312,402,003",2003,Glastonbury,2653.98,106,3994
"9,003,745,401,998",1998,Suffield,,,
"9,007,224,902,001",2001,East Hampton,,,
"9,003,122,702,008",2008,Canton,3675.21,43,1170
"9,015,121,302,008",2008,Canterbury,1164.73,7,601
"9,005,494,602,000",2000,Morris,,,
"9,009,548,701,999",1999,North Haven,,,
"9,007,208,102,005",2005,Durham,,,
"9,011,523,502,003",2003,New London,9574.04,236,2465
"9,011,802,802,008",2008,Waterford,12018.78,256,2130
"9,001,188,502,006",2006,Darien,1529.26,46,3008
"9,013,253,601,999",1999,Ellington,,,
"9,005,160,502,008",2008,Colebrook,2793.3,5,179
"9,005,526,302,003",2003,New Milford,3023.95,101,3340
"9,001,486,202,004",2004,Monroe,916.03,24,2620
"9,007,191,302,006",2006,Deep River,6412.83,32,499
"9,003,220,702,005",2005,East Granby,,,
"9,011,489,002,004",2004,Montville,4237.7,87,2053
"9,005,804,902,008",2008,Watertown,2388.41,61,2554
"9,011,432,302,007",2007,Lisbon,4189.44,23,549
"9,003,521,402,010",2010,Newington,3316.41,98,2955
"9,003,259,901,999",1999,Enfield,,,
"9,009,195,502,006",2006,Derby,4712.94,55,1167
"9,007,222,802,005",2005,East Haddam,,,
"9,003,521,402,003",2003,Newington,4048.3,114,2816
"9,005,172,402,008",2008,Cornwall,606.06,1,165
"9,015,610,302,002",2002,Pomfret,,,
"9,005,526,302,010",2010,New Milford,2110.82,72,3411
"9,001,529,802,003",2003,Newtown,3056.77,105,3435
"9,005,494,602,004",2004,Morris,2142.86,6,280
"9,007,262,701,999",1999,Essex,,,
"9,011,299,102,005",2005,Franklin,,,
"9,007,224,902,005",2005,East Hampton,,,
"9,009,499,502,004",2004,Naugatuck,4308.27,161,3737
"9,009,828,702,008",2008,West Haven,7649.43,398,5203
"9,007,208,102,006",2006,Durham,5840.89,58,993
"9,005,534,702,010",2010,Norfolk,0,0,203
"9,009,538,902,003",2003,North Branford,3742.33,61,1630
"9,003,220,702,006",2006,East Granby,1666.67,10,600
"9,001,266,201,999",1999,Fairfield,,,
"9,003,504,402,004",2004,New Britain,14325.92,1069,7462
"9,007,816,802,008",2008,Westbrook,2601.16,18,692
"9,011,442,102,007",2007,Lyme,881.06,2,227
"9,011,621,502,002",2002,Preston,,,
"9,005,540,302,003",2003,North Canaan,2925.53,11,376
"9,003,825,902,008",2008,West Hartford,5372.02,374,6962
"9,007,222,802,006",2006,East Haddam,3009.03,30,997
"9,009,229,102,005",2005,East Haven,,,
"9,003,226,302,005",2005,East Hartford,,,
"9,003,276,001,999",1999,Farmington,,,
"9,001,529,802,010",2010,Newtown,1618.44,66,4078
"9,005,540,302,010",2010,North Canaan,3207,11,343
"9,009,548,702,003",2003,North Haven,1302.8,33,2533
"9,001,505,802,004",2004,New Canaan,1112.27,32,2877
"9,007,224,902,006",2006,East Hampton,4895.61,68,1389
"9,011,234,002,005",2005,East Lyme,,,
"9,001,508,602,004",2004,New Fairfield,2762.15,54,1955
"9,003,849,002,008",2008,Wethersfield,4374.29,115,2629
"9,001,835,002,008",2008,Westport,1351.7,52,3847
"9,003,312,401,999",1999,Glastonbury,,,
"9,005,322,902,005",2005,Goshen,,,
"9,005,534,702,000",2000,Norfolk,,,
"9,007,191,302,008",2008,Deep River,10144.93,49,483
"9,003,226,302,006",2006,East Hartford,11119.4,596,5360
"9,011,555,001,999",1999,North Stonington,,,
"9,011,555,002,003",2003,North Stonington,3257.33,20,614
"9,013,859,502,008",2008,Willington,655.74,4,610
"9,005,534,702,009",2009,Norfolk,500,1,200
"9,003,248,002,005",2005,East Windsor,,,
"9,009,538,902,000",2000,North Branford,,,
"9,005,513,502,004",2004,New Hartford,2067.18,16,774
"9,009,229,102,006",2006,East Haven,4584.22,129,2814
"9,001,238,902,005",2005,Easton,,,
"9,003,326,401,999",1999,Granby,,,
"9,001,634,802,002",2002,Redding,,,
"9,005,540,302,009",2009,North Canaan,1436.78,5,348
"9,009,548,702,010",2010,North Haven,1282.05,34,2652
"9,011,562,702,003",2003,Norwich,9497.49,378,3980
"9,001,560,602,003",2003,Norwalk,7142.86,532,7448
"9,001,336,201,999",1999,Greenwich,,,
"9,013,253,602,005",2005,Ellington,,,
"9,011,523,502,004",2004,New London,9979.72,246,2465
"9,015,360,002,005",2005,Hampton,,,
"9,011,234,002,006",2006,East Lyme,2151.64,42,1952
"9,009,520,702,004",2004,New Haven,15400.33,2035,13214
"9,011,555,002,010",2010,North Stonington,1433.69,8,558
"9,009,576,002,003",2003,Orange,3117.36,51,1636
"9,005,864,402,008",2008,Winchester,14551.91,164,1127
"9,003,248,002,006",2006,East Windsor,7608.7,77,1012
"9,011,339,001,999",1999,Griswold,,,
"9,005,526,302,004",2004,New Milford,2776.12,93,3350
"9,003,458,201,998",1998,Marlborough,,,
"9,005,659,302,002",2002,Roxbury,,,
"9,003,259,902,005",2005,Enfield,,,
"9,009,622,902,001",2001,Prospect,,,
"9,001,863,702,008",2008,Wilton,2752.29,78,2834
"9,001,238,902,006",2006,Easton,378.79,4,1056
"9,007,262,702,005",2005,Essex,,,
"9,009,583,002,003",2003,Oxford,1217.66,16,1314
"9,011,342,501,999",1999,Groton,,,
"9,015,867,902,008",2008,Windham,432.15,10,2314
"9,011,555,002,009",2009,North Stonington,1590.11,9,566
"9,011,562,702,010",2010,Norwich,7823.54,321,4103
"9,011,570,402,000",2000,Old Lyme,,,
"9,003,521,402,004",2004,Newington,4830.75,137,2836
"9,013,253,602,006",2006,Ellington,1086.96,18,1656
"9,001,266,202,005",2005,Fairfield,,,
"9,015,599,802,003",2003,Plainfield,5564.74,101,1815
"9,015,610,302,004",2004,Pomfret,753.3,4,531
"9,003,870,002,008",2008,Windsor,7758.09,254,3274
"9,007,473,601,998",1998,Middletown,,,
"9,007,470,802,007",2007,Middlefield,747.66,4,535
"9,003,601,202,003",2003,Plainville,16466.55,288,1749
"9,001,529,802,004",2004,Newtown,3232.21,114,3527
"9,003,259,902,006",2006,Enfield,11168.54,497,4450
"9,009,349,501,999",1999,Guilford,,,
"9,003,276,002,005",2005,Farmington,,,
"9,009,538,902,004",2004,North Branford,3911.98,64,1636
"9,009,875,602,008",2008,Wolcott,7467.06,153,2049
"9,003,870,702,008",2008,Windsor Locks,4073.79,53,1301
"9,009,538,902,010",2010,North Branford,3347.28,56,1673
"9,007,352,301,999",1999,Haddam,,,
"9,005,402,902,005",2005,Kent,,,
"9,015,674,002,002",2002,Scotland,,,
"9,003,312,402,005",2005,Glastonbury,,,
"9,005,607,502,003",2003,Plymouth,1168.38,17,1455
"9,001,560,601,999",1999,Norwalk,,,
"9,007,262,702,006",2006,Essex,903.61,6,664
"9,003,447,001,998",1998,Manchester,,,
"9,015,218,602,008",2008,Eastford,534.76,1,187
"9,015,610,302,003",2003,Pomfret,382.41,2,523
"9,005,540,302,004",2004,North Canaan,7547.17,28,371
"9,013,449,101,998",1998,Mansfield,,,
"9,005,494,602,007",2007,Morris,2930.4,8,273
"9,003,326,402,005",2005,Granby,,,
"9,009,548,702,004",2004,North Haven,1058.82,27,2550
"9,005,879,102,008",2008,Woodbury,2520.25,28,1111
"9,009,356,501,999",1999,Hamden,,,
"9,009,583,002,010",2010,Oxford,615.6,9,1462
"9,011,555,002,004",2004,North Stonington,2475.25,15,606
"9,007,618,002,003",2003,Portland,4845.36,47,970
"9,011,621,502,004",2004,Preston,1153.85,6,520
"9,007,470,801,998",1998,Middlefield,,,
"9,011,570,402,010",2010,Old Lyme,582.75,5,858
"9,001,730,702,003",2003,Stamford,5067.12,536,10578
"9,003,276,002,006",2006,Farmington,6734.84,191,2836
"9,003,370,701,999",1999,Hartford,,,
"9,001,683,102,002",2002,Sherman,,,
"9,009,877,002,008",2008,Woodbridge,2425.22,30,1237
"9,011,621,502,003",2003,Preston,570.34,3,526
"9,011,339,002,005",2005,Griswold,,,
"9,001,560,602,004",2004,Norwalk,7704.59,579,7515
"9,003,371,401,999",1999,Hartland,,,
"9,001,266,202,006",2006,Fairfield,1127.94,73,6472
"9,011,299,102,008",2008,Franklin,904.98,2,221
"9,011,562,702,004",2004,Norwich,9256.94,370,3997
"9,009,012,202,009",2009,Ansonia,4637.96,98,2113
"9,001,336,202,005",2005,Greenwich,,,
"9,003,312,402,006",2006,Glastonbury,3133.7,135,4308
"9,009,622,902,003",2003,Prospect,1538.46,16,1040
"9,011,442,102,005",2005,Lyme,,,
"9,015,881,902,006",2006,Woodstock,2618.33,26,993
"9,003,326,402,006",2006,Granby,1671.31,24,1436
"9,005,372,801,999",1999,Harwinton,,,
"9,001,634,802,004",2004,Redding,2368.87,28,1182
"9,011,570,402,004",2004,Old Lyme,1807.23,15,830
"9,013,010,802,009",2009,Andover,227.79,1,439
"9,001,336,202,006",2006,Greenwich,3643.61,265,7273
"9,015,627,102,003",2003,Putnam,1850.05,19,1027
"9,011,342,502,005",2005,Groton,,,
"9,005,027,602,009",2009,Barkhamsted,1952.28,9,461
"9,011,432,302,005",2005,Lisbon,,,
"9,009,349,502,005",2005,Guilford,,,
"9,013,379,101,999",1999,Hebron,,,
"9,005,322,902,008",2008,Goshen,911.85,3,329
"9,011,339,002,006",2006,Griswold,4383.98,58,1323
"9,007,262,702,008",2008,Essex,1741.65,12,689
"9,001,634,802,003",2003,Redding,1371.04,16,1167
"9,007,573,202,004",2004,Old Saybrook,3320.31,34,1024
"9,005,659,302,004",2004,Roxbury,1181.1,3,254
"9,009,576,002,010",2010,Orange,340.33,6,1763
"9,011,442,101,998",1998,Lyme,,,
"9,007,352,302,005",2005,Haddam,,,
"9,009,576,002,004",2004,Orange,2720.68,45,1654
"9,003,020,602,009",2009,Avon,2107.36,53,2515
"9,015,405,001,999",1999,Killingly,,,
"9,001,639,702,003",2003,Ridgefield,992.48,33,3325
"9,003,601,202,010",2010,Plainville,7648.07,133,1739
"9,011,662,102,004",2004,Salem,1470.59,8,544
"9,011,342,502,006",2006,Groton,1369.86,47,3431
"9,011,562,701,999",1999,Norwich,,,
"9,009,356,502,005",2005,Hamden,,,
"9,009,583,002,004",2004,Oxford,1498.13,20,1335
"9,001,047,202,009",2009,Bethel,2506.84,55,2194
"9,009,349,502,006",2006,Guilford,3519.82,95,2699
"9,005,433,701,998",1998,Litchfield,,,
"9,007,407,101,999",1999,Killingworth,,,
"9,005,607,502,010",2010,Plymouth,1754.39,25,1425
"9,003,059,102,009",2009,Bloomfield,7612.64,147,1931
"9,015,218,602,009",2009,Eastford,0,0,186
"9,015,734,202,002",2002,Sterling,,,
"9,011,426,001,998",1998,Ledyard,,,
"9,015,599,802,004",2004,Plainfield,4646.02,84,1808
"9,003,043,002,009",2009,Berlin,1369.24,30,2191
"9,011,432,301,998",1998,Lisbon,,,
"9,015,610,302,009",2009,Pomfret,878.73,5,569
"9,011,662,102,003",2003,Salem,742.12,4,539
"9,003,653,702,003",2003,Rocky Hill,3372.78,57,1690
"9,011,426,001,999",1999,Ledyard,,,
