"CT County Subdivisions,Year",Year,Town,Juvenile arrests Rate,"Juvenile arrests, Total arrests, 10 to 17 years, Number","Total population, 10 to 17 years, Number"
"9,003,870,702,003",2003,Windsor Locks,7024.17,93,1324
"9,009,576,002,005",2005,Orange,,,
"9,013,379,102,000",2000,Hebron,,,
"9,005,172,401,998",1998,Cornwall,,,
"9,005,172,402,002",2002,Cornwall,,,
"9,003,849,002,004",2004,Wethersfield,5280,132,2500
"9,015,218,602,003",2003,Eastford,1025.64,2,195
"9,005,804,902,010",2010,Watertown,3764.71,96,2550
"9,005,679,602,000",2000,Sharon,,,
"9,009,583,002,005",2005,Oxford,,,
"9,009,676,101,999",1999,Seymour,,,
"9,001,681,701,999",1999,Shelton,,,
"91,998",1998,Connecticut,,,
"9,009,828,702,010",2010,West Haven,4639.88,239,5151
"9,013,859,502,004",2004,Willington,1271.86,8,629
"9,005,402,902,000",2000,Kent,,,
"9,015,405,002,000",2000,Killingly,,,
"9,015,599,802,005",2005,Plainfield,,,
"9,005,879,102,003",2003,Woodbury,2754.04,29,1053
"9,015,881,902,003",2003,Woodstock,1525.94,15,983
"9,003,825,902,010",2010,West Hartford,4447.9,315,7082
"9,001,863,702,004",2004,Wilton,874.86,23,2629
"9,009,875,602,003",2003,Wolcott,5114.82,98,1916
"9,007,407,102,000",2000,Killingworth,,,
"9,003,689,401,999",1999,Simsbury,,,
"9,003,601,202,005",2005,Plainville,,,
"9,013,164,001,998",1998,Columbia,,,
"9,011,716,702,000",2000,Sprague,,,
"9,013,010,802,004",2004,Andover,255.1,1,392
"9,015,218,602,004",2004,Eastford,2590.67,5,193
"9,005,864,402,004",2004,Winchester,5882.35,68,1156
"9,009,012,202,004",2004,Ansonia,8400,168,2000
"9,011,423,902,000",2000,Lebanon,,,
"9,005,494,602,008",2008,Morris,1107.01,3,271
"9,005,607,502,005",2005,Plymouth,,,
"9,013,692,201,999",1999,Somers,,,
"9,005,160,501,998",1998,Colebrook,,,
"9,007,191,302,002",2002,Deep River,,,
"9,007,262,702,003",2003,Essex,3200,20,625
"9,015,867,902,004",2004,Windham,1478.9,34,2299
"9,015,014,302,004",2004,Ashford,800,4,500
"9,003,713,901,999",1999,South Windsor,,,
"9,015,610,302,005",2005,Pomfret,,,
"9,003,020,602,004",2004,Avon,1173.16,25,2131
"9,007,816,802,010",2010,Westbrook,1983,14,706
"9,003,653,702,001",2001,Rocky Hill,,,
"9,011,426,002,000",2000,Ledyard,,,
"9,003,870,002,004",2004,Windsor,8832.43,292,3306
"9,005,049,302,009",2009,Bethlehem,1366.74,6,439
"9,001,835,002,010",2010,Westport,1126.35,46,4084
"9,015,734,202,000",2000,Sterling,,,
"9,009,696,401,999",1999,Southbury,,,
"9,011,159,101,998",1998,Colchester,,,
"9,011,299,101,998",1998,Franklin,,,
"9,001,834,302,010",2010,Weston,275.79,5,1813
"9,007,618,002,005",2005,Portland,,,
"9,009,032,502,004",2004,Beacon Falls,4658.39,30,644
"9,005,027,602,004",2004,Barkhamsted,4109.59,18,438
"9,005,797,202,010",2010,Washington,3389.83,12,354
"9,011,621,502,005",2005,Preston,,,
"9,003,870,702,004",2004,Windsor Locks,5761.94,76,1319
"9,003,122,701,998",1998,Canton,,,
"9,003,220,702,002",2002,East Granby,,,
"9,009,445,602,000",2000,Madison,,,
