"CT County Subdivisions,Year",Year,Town,Total violent crime Rate,"Crime, Total violent crime, Number","Total estimated population, Number"
"9,007,191,302,002",2002,Deep River,151.71,7,4614
"9,009,875,601,999",1999,Wolcott,32.86,5,15215
"9,003,504,402,005",2005,New Britain,,,72372
"9,003,259,902,000",2000,Enfield,137.13,62,45212
"9,001,560,602,001",2001,Norwalk,289.61,241,83216
"9,015,599,802,003",2003,Plainfield,255.81,38,14855
"9,005,804,902,003",2003,Watertown,50.19,11,21917
"9,013,253,601,999",1999,Ellington,92.87,12,12921
"9,001,508,602,005",2005,New Fairfield,,,13917
"9,001,505,802,005",2005,New Canaan,,,19567
"9,009,583,002,003",2003,Oxford,56.18,6,10680
"9,005,864,402,002",2002,Winchester,55.66,6,10780
"9,013,253,602,000",2000,Ellington,147.05,19,12921
"9,011,555,002,001",2001,North Stonington,119.47,6,5022
"9,005,513,502,005",2005,New Hartford,,,6529
"9,009,576,002,003",2003,Orange,44.61,6,13450
"9,001,730,702,002",2002,Stamford,230.97,273,118195
"9,001,238,902,000",2000,Easton,0,0,7272
"9,003,870,701,999",1999,Windsor Locks,74.73,9,12043
"9,003,601,202,002",2002,Plainville,155.12,27,17406
"9,001,863,702,002",2002,Wilton,22.57,4,17719
"9,013,449,102,002",2002,Mansfield,109.66,24,21885
"9,015,360,002,002",2002,Hampton,0,0,1779
"9,009,520,702,005",2005,New Haven,,,126703
"9,015,218,602,000",2000,Eastford,185.41,3,1618
"9,007,573,202,002",2002,Old Saybrook,77.35,8,10342
"9,007,208,102,003",2003,Durham,58.35,4,6855
"9,013,720,902,002",2002,Stafford,235.54,27,11463
"9,005,082,102,000",2000,Bridgewater,0,0,1824
"9,007,573,202,003",2003,Old Saybrook,19.36,2,10330
"9,013,859,502,002",2002,Willington,100.42,6,5975
"9,003,248,002,000",2000,East Windsor,193.52,19,9818
"9,009,548,702,001",2001,North Haven,82.11,19,23141
"9,005,526,302,005",2005,New Milford,,,27632
"9,011,523,502,005",2005,New London,,,26646
"9,009,195,502,003",2003,Derby,111.61,14,12544
"9,009,622,902,000",2000,Prospect,114.85,10,8707
"9,001,188,502,002",2002,Darien,25.21,5,19832
"9,003,447,002,002",2002,Manchester,193,107,55440
"9,005,540,302,001",2001,North Canaan,268.9,9,3347
"9,011,562,702,003",2003,Norwich,467.54,175,37430
"9,003,521,402,005",2005,Newington,,,29934
"9,011,570,402,003",2003,Old Lyme,13.4,1,7465
"9,005,659,302,003",2003,Roxbury,0,0,2174
"9,009,445,602,002",2002,Madison,27.87,5,17940
"9,011,570,402,002",2002,Old Lyme,80.59,6,7445
"9,003,825,901,999",1999,West Hartford,141.53,90,63589
"9,001,529,802,005",2005,Newtown,,,26296
"9,009,538,902,001",2001,North Branford,14.33,2,13956
"9,001,185,002,002",2002,Danbury,201.16,153,76057
"9,003,849,002,002",2002,Wethersfield,166.98,44,26350
"9,003,870,001,999",1999,Windsor,81.45,23,28237
"9,001,560,602,003",2003,Norwalk,421.51,353,83747
"9,005,534,702,001",2001,Norfolk,0,0,1665
"9,007,262,701,999",1999,Essex,138.36,9,6505
"9,011,555,002,003",2003,North Stonington,78.69,4,5083
"9,007,191,302,003",2003,Deep River,86.66,4,4616
"9,005,795,102,000",2000,Warren,79.74,1,1254
"9,009,548,702,003",2003,North Haven,42.82,10,23352
"9,011,621,502,000",2000,Preston,106.66,5,4688
"9,005,540,302,005",2005,North Canaan,,,3333
"9,003,653,702,003",2003,Rocky Hill,156.85,29,18489
"9,015,867,901,999",1999,Windham,140,32,22857
"9,001,529,802,001",2001,Newtown,47.46,12,25284
"9,005,534,702,005",2005,Norfolk,,,1685
"9,003,521,402,001",2001,Newington,91.74,27,29432
"9,007,180,802,002",2002,Cromwell,53.44,7,13098
"9,013,178,002,002",2002,Coventry,76.99,9,11690
"9,005,540,302,003",2003,North Canaan,0,0,3340
"9,011,716,702,002",2002,Sprague,100.87,3,2974
"9,009,538,902,005",2005,North Branford,,,14157
"9,011,562,702,002",2002,Norwich,408.2,151,36992
"9,005,526,302,001",2001,New Milford,106.53,29,27223
"9,001,238,902,003",2003,Easton,0,0,7337
"9,009,548,702,005",2005,North Haven,,,23564
"9,005,172,402,002",2002,Cornwall,69.88,1,1431
"9,001,639,702,003",2003,Ridgefield,4.18,1,23942
"9,011,523,502,001",2001,New London,730.69,189,25866
"9,001,835,002,002",2002,Westport,92.75,24,25877
"9,011,555,002,005",2005,North Stonington,,,5144
"9,001,560,602,005",2005,Norwalk,,,84277
"9,001,560,602,002",2002,Norwalk,406.08,339,83481
"9,005,864,401,999",1999,Winchester,271.94,29,10664
"9,011,442,102,002",2002,Lyme,47.76,1,2094
"9,009,538,902,003",2003,North Branford,21.34,3,14056
"9,009,520,702,001",2001,New Haven,1551.02,1927,124241
"9,011,562,702,005",2005,Norwich,,,38305
"9,005,534,702,003",2003,Norfolk,59.7,1,1675
"9,005,513,502,001",2001,New Hartford,48.58,3,6176
"9,001,634,802,003",2003,Redding,23.43,2,8536
"9,007,143,001,999",1999,Chester,106.87,4,3743
"9,015,627,102,003",2003,Putnam,98.07,9,9177
"92,002",2002,Connecticut,309.08,10630,3439271
"9,015,218,602,003",2003,Eastford,60.35,1,1657
"9,001,863,701,999",1999,Wilton,11.34,2,17633
"9,007,573,202,005",2005,Old Saybrook,,,10305
"9,011,570,402,005",2005,Old Lyme,,,7505
"9,015,599,802,002",2002,Plainfield,216.57,32,14776
"9,001,508,602,001",2001,New Fairfield,78.88,11,13946
"9,003,248,002,003",2003,East Windsor,156.54,16,10221
"9,001,505,802,001",2001,New Canaan,10.29,2,19429
"9,001,529,802,003",2003,Newtown,31.02,8,25790
"9,007,618,002,000",2000,Portland,57.26,5,8732
"9,003,521,402,003",2003,Newington,84.22,25,29683
"9,013,859,501,999",1999,Willington,83.91,5,5959
"9,013,164,002,002",2002,Columbia,98.54,5,5074
"9,009,583,002,002",2002,Oxford,96.22,10,10393
"9,001,681,702,000",2000,Shelton,89.24,34,38101
"9,001,080,702,000",2000,Bridgeport,1421.93,1984,139529
"9,009,583,002,005",2005,Oxford,,,11252
"9,009,622,902,003",2003,Prospect,11.22,1,8916
"9,003,504,402,001",2001,New Britain,475.56,341,71705
"9,005,433,702,002",2002,Litchfield,215.67,18,8346
"9,003,705,502,002",2002,Southington,148.53,60,40396
"9,009,576,002,005",2005,Orange,,,13595
"9,005,526,302,003",2003,New Milford,61.98,17,27427
"9,009,499,502,001",2001,Naugatuck,167.33,52,31076
"9,003,825,902,003",2003,West Hartford,209.47,133,63493
"9,009,696,402,002",2002,Southbury,47.79,9,18834
"9,001,188,502,003",2003,Darien,55.15,11,19945
"9,001,188,502,000",2000,Darien,51,10,19607
"9,005,494,602,001",2001,Morris,129.87,3,2310
"9,011,523,502,003",2003,New London,689.37,181,26256
"9,011,555,002,002",2002,North Stonington,257.32,13,5052
"9,001,238,901,999",1999,Easton,13.75,1,7272
"9,003,849,001,999",1999,Wethersfield,121.81,32,26271
"9,001,834,302,002",2002,Weston,9.94,1,10065
"9,011,489,002,001",2001,Montville,348.54,65,18649
"9,005,160,502,002",2002,Colebrook,0,0,1474
"9,003,259,901,999",1999,Enfield,137.13,62,45212
"9,005,513,502,003",2003,New Hartford,0,0,6353
"9,005,765,702,003",2003,Torrington,385.31,137,35556
"9,009,787,402,000",2000,Wallingford,48.81,21,43026
"9,009,356,502,002",2002,Hamden,117.81,68,57722
"9,001,508,602,003",2003,New Fairfield,28.71,4,13931
"9,005,607,502,005",2005,Plymouth,,,11939
"9,009,576,002,002",2002,Orange,22.42,3,13378
"9,011,159,102,002",2002,Colchester,107.72,16,14854
"9,011,432,302,002",2002,Lisbon,145.53,6,4123
"9,011,234,002,003",2003,East Lyme,97.67,18,18430
"9,001,835,001,999",1999,Westport,54.37,14,25749
"9,007,816,802,002",2002,Westbrook,202.46,13,6421
"9,007,153,502,002",2002,Clinton,45.71,6,13127
"9,003,713,902,002",2002,South Windsor,97.28,24,24671
"9,009,073,102,000",2000,Branford,163.86,47,28683
"9,001,185,002,003",2003,Danbury,148.7,114,76662
"9,015,599,802,005",2005,Plainfield,,,15012
"9,011,621,502,003",2003,Preston,127.69,6,4699
"9,005,795,102,003",2003,Warren,75.99,1,1316
"9,001,486,202,001",2001,Monroe,36.33,7,19270
"9,001,834,301,999",1999,Weston,19.93,2,10037
"9,003,504,402,003",2003,New Britain,380.35,274,72038
"9,001,505,802,003",2003,New Canaan,41.03,8,19498
"9,009,828,702,002",2002,West Haven,222.64,118,53001
"9,009,475,352,001",2001,Milford,141.36,74,52350
"9,015,610,302,005",2005,Pomfret,,,4023
"9,007,618,002,005",2005,Portland,,,9120
"9,007,143,002,002",2002,Chester,52.73,2,3793
"9,009,499,502,003",2003,Naugatuck,99.2,31,31251
"9,009,520,702,003",2003,New Haven,1406.69,1765,125472
"9,009,229,102,003",2003,East Haven,154.34,44,28509
"9,009,622,902,005",2005,Prospect,,,9056
"9,007,473,602,001",2001,Middletown,146.74,64,43615
"9,009,141,602,002",2002,Cheshire,13.94,4,28687
"9,015,627,102,005",2005,Putnam,,,9293
"9,003,601,202,005",2005,Plainville,,,17522
"9,005,494,602,003",2003,Morris,171.9,4,2327
"9,011,621,502,005",2005,Preston,,,4707
"9,007,816,801,999",1999,Westbrook,174.83,11,6292
"9,007,470,802,001",2001,Middlefield,236.69,10,4225
"9,001,634,802,005",2005,Redding,,,8714
"9,015,138,102,002",2002,Chaplin,265.37,6,2261
"9,013,692,202,002",2002,Somers,235.36,25,10622
"9,009,548,702,002",2002,North Haven,68.83,16,23247
"9,011,489,002,003",2003,Montville,111.38,21,18854
"9,001,529,802,000",2000,Newtown,35.96,9,25031
"9,009,828,701,999",1999,West Haven,179.53,94,52360
"9,009,469,402,001",2001,Middlebury,0,0,6563
"9,001,639,702,005",2005,Ridgefield,,,24141
"9,003,689,402,002",2002,Simsbury,34.35,8,23289
"9,011,426,002,002",2002,Ledyard,196.48,29,14760
"9,005,540,302,002",2002,North Canaan,59.83,2,3343
"9,001,486,202,003",2003,Monroe,10.35,2,19317
"9,003,653,702,005",2005,Rocky Hill,,,18838
"9,007,180,802,003",2003,Cromwell,68.13,9,13211
"9,009,465,202,001",2001,Meriden,170.92,100,58506
"9,007,153,501,998",1998,Clinton,137.47,18,13094
"9,013,253,602,007",2007,Ellington,27.03,4,14798
"9,015,121,302,004",2004,Canterbury,20.54,1,4868
"9,003,059,101,999",1999,Bloomfield,250.17,49,19587
"9,001,741,901,998",1998,Stratford,132.06,66,49976
"9,003,259,902,007",2007,Enfield,82.55,37,44821
"9,001,683,101,999",1999,Sherman,78.39,3,3827
"9,003,458,202,001",2001,Marlborough,69.22,4,5779
"9,011,159,101,998",1998,Colchester,178.68,26,14551
"9,011,662,102,005",2005,Salem,,,4005
"9,005,659,302,005",2005,Roxbury,,,2199
"9,009,538,902,002",2002,North Branford,42.84,6,14006
"9,003,745,401,998",1998,Suffield,0,0,13552
"9,013,449,102,001",2001,Mansfield,131.44,28,21302
"9,007,262,702,007",2007,Essex,30.17,2,6630
"9,013,178,002,003",2003,Coventry,42.43,5,11783
"9,011,621,501,999",1999,Preston,170.65,8,4688
"9,005,757,301,998",1998,Thomaston,39.98,3,7503
"9,007,143,002,003",2003,Chester,26.19,1,3818
"9,005,534,702,000",2000,Norfolk,60.24,1,1660
"9,001,730,702,003",2003,Stamford,227.37,270,118751
"9,003,745,402,000",2000,Suffield,7.38,1,13552
"9,005,160,501,998",1998,Colebrook,67.98,1,1471
"9,001,681,701,999",1999,Shelton,52.49,20,38101
"9,005,534,702,002",2002,Norfolk,59.88,1,1670
"9,009,141,602,004",2004,Cheshire,17.34,5,28830
"9,015,138,102,004",2004,Chaplin,44.01,1,2272
"9,015,674,002,005",2005,Scotland,,,1641
"9,005,664,202,005",2005,Salisbury,,,3859
"9,015,758,701,998",1998,Thompson,259.07,23,8878
"9,003,122,702,004",2004,Canton,21.23,2,9421
"9,009,229,102,000",2000,East Haven,205.75,58,28189
"9,009,012,202,010",2010,Ansonia,145.46,28,19249
"9,013,164,001,998",1998,Columbia,60.35,3,4971
"9,005,679,601,999",1999,Sharon,134.77,4,2968
"9,009,676,102,005",2005,Seymour,,,15997
"9,011,299,102,007",2007,Franklin,52.74,1,1896
"9,007,143,002,004",2004,Chester,26.02,1,3843
"9,013,762,901,998",1998,Tolland,106.5,14,13146
"9,013,010,802,010",2010,Andover,30.28,1,3303
"9,001,266,202,007",2007,Fairfield,56.14,33,58785
"9,007,153,502,004",2004,Clinton,136.78,18,13160
"91,998",1998,Connecticut,352.57,12007,3405565
"9,009,141,601,999",1999,Cheshire,17.52,5,28543
"9,003,447,002,001",2001,Manchester,241.42,133,55090
"9,007,618,001,999",1999,Portland,68.71,6,8732
"9,009,445,602,001",2001,Madison,33.52,6,17899
"9,005,765,701,998",1998,Torrington,105.11,37,35202
"9,003,276,002,007",2007,Farmington,76.52,19,24830
"9,005,049,301,999",1999,Bethlehem,87.67,3,3422
"9,001,681,702,005",2005,Shelton,,,38830
"9,005,172,401,998",1998,Cornwall,0,0,1434
"9,005,322,902,007",2007,Goshen,34.58,1,2892
"9,011,159,102,004",2004,Colchester,59.37,9,15158
"9,015,610,301,999",1999,Pomfret,157.98,6,3798
"9,015,014,302,010",2010,Ashford,69.49,3,4317
"9,005,433,702,001",2001,Litchfield,240.07,20,8331
"9,011,442,102,001",2001,Lyme,48.66,1,2055
"9,001,772,001,998",1998,Trumbull,73.01,25,34243
"9,009,141,602,003",2003,Cheshire,38.25,11,28758
"9,005,027,602,010",2010,Barkhamsted,26.32,1,3799
"9,003,326,402,007",2007,Granby,81.8,9,11002
"9,013,178,001,998",1998,Coventry,95.62,11,11504
"9,009,676,101,999",1999,Seymour,239.42,37,15454
"9,005,679,602,005",2005,Sharon,,,2875
"9,003,122,702,000",2000,Canton,67.87,6,8840
"9,003,312,402,007",2007,Glastonbury,68.33,23,33662
"9,011,432,302,001",2001,Lisbon,97.66,4,4096
"9,005,160,502,004",2004,Colebrook,67.7,1,1477
"9,001,529,802,002",2002,Newtown,31.33,8,25537
"9,005,172,402,003",2003,Cornwall,0,0,1430
"9,005,607,501,999",1999,Plymouth,34.38,4,11634
"9,013,164,002,004",2004,Columbia,38.63,2,5177
"9,013,778,301,998",1998,Union,144.3,1,693
"9,001,336,202,007",2007,Greenwich,39.25,24,61150
"9,011,426,002,001",2001,Ledyard,210.55,31,14723
"9,003,521,402,002",2002,Newington,159.01,47,29557
"9,007,180,801,998",1998,Cromwell,116.54,15,12871
"9,013,782,501,998",1998,Vernon,114.03,32,28063
"92,004",2004,Connecticut,336.4,11683,3472978
"9,001,683,102,005",2005,Sherman,,,3704
"9,001,185,001,998",1998,Danbury,171.01,128,74848
"9,011,662,102,000",2000,Salem,129.6,5,3858
"9,001,639,702,000",2000,Ridgefield,21.15,5,23643
"9,003,601,201,999",1999,Plainville,98.11,17,17328
"9,013,692,202,005",2005,Somers,,,10931
"9,005,526,302,002",2002,New Milford,120.77,33,27325
"9,015,758,702,000",2000,Thompson,214.01,19,8878
"9,011,786,001,998",1998,Voluntown,158.23,4,2528
"9,003,713,902,005",2005,South Windsor,,,25061
"9,011,342,502,007",2007,Groton,119.84,48,40053
"9,007,473,602,003",2003,Middletown,107.84,48,44511
"9,001,188,501,998",1998,Darien,15.3,3,19607
"9,007,407,102,001",2001,Killingworth,49.43,3,6069
"9,003,020,602,010",2010,Avon,33.15,6,18098
"9,009,349,502,007",2007,Guilford,86.04,19,22082
"9,013,178,002,004",2004,Coventry,42.1,5,11876
"9,009,696,402,005",2005,Southbury,,,19236
"9,015,674,001,999",1999,Scotland,192.8,3,1556
"9,015,138,102,003",2003,Chaplin,44.11,1,2267
"9,007,180,802,004",2004,Cromwell,157.6,21,13325
"9,003,122,702,003",2003,Canton,43.12,4,9276
"9,009,787,401,998",1998,Wallingford,125.51,54,43026
"9,003,689,402,005",2005,Simsbury,,,23373
"9,003,226,302,000",2000,East Hartford,681.8,338,49575
"9,003,705,502,005",2005,Southington,,,41399
"9,015,405,002,001",2001,Killingly,640.02,106,16562
"9,007,191,301,998",1998,Deep River,542.3,25,4610
"9,005,795,101,998",1998,Warren,159.49,2,1254
"9,011,716,702,005",2005,Sprague,,,2978
"9,011,423,902,001",2001,Lebanon,158.34,11,6947
"9,015,599,801,999",1999,Plainfield,471.99,69,14619
"9,009,195,501,998",1998,Derby,234.04,29,12391
"9,011,339,002,007",2007,Griswold,68.92,8,11608
"9,005,049,302,010",2010,Bethlehem,0,0,3607
"9,003,825,902,000",2000,West Hartford,146.25,93,63589
"9,009,356,502,007",2007,Hamden,210.89,126,59746
"9,003,312,402,000",2000,Glastonbury,15.69,5,31876
"9,001,185,002,004",2004,Danbury,198.02,153,77266
"9,005,402,902,001",2001,Kent,139.37,4,2870
"9,003,043,002,010",2010,Berlin,85.57,17,19866
"9,015,138,101,999",1999,Chaplin,133.33,3,2250
"9,001,188,502,004",2004,Darien,19.94,4,20057
"9,005,664,201,999",1999,Salisbury,150.87,6,3977
"9,001,741,902,000",2000,Stratford,226.11,113,49976
"9,007,352,302,007",2007,Haddam,100.14,8,7989
"9,007,191,302,004",2004,Deep River,64.96,3,4618
"9,005,172,402,004",2004,Cornwall,70.03,1,1428
"9,001,730,702,005",2005,Stamford,,,119863
"9,005,797,201,998",1998,Washington,83.43,3,3596
"9,003,220,701,998",1998,East Granby,105.37,5,4745
"9,015,360,002,007",2007,Hampton,109.17,2,1832
"9,013,379,102,001",2001,Hebron,68.82,6,8718
"9,013,062,602,010",2010,Bolton,20.08,1,4980
"9,003,122,701,999",1999,Canton,90.5,8,8840
"9,009,800,701,998",1998,Waterbury,721.54,774,107271
"9,007,208,101,998",1998,Durham,286.71,19,6627
"9,015,734,202,005",2005,Sterling,,,3465
"9,001,047,202,010",2010,Bethel,26.9,5,18584
"9,003,371,402,007",2007,Hartland,0,0,2083
"9,009,583,001,999",1999,Oxford,162.92,16,9821
"9,007,222,801,998",1998,East Haddam,204.01,17,8333
"9,013,720,902,005",2005,Stafford,,,11697
"9,005,372,802,001",2001,Harwinton,112.8,6,5319
"9,011,802,801,998",1998,Waterford,229.74,44,19152
"9,015,121,301,999",1999,Canterbury,170.5,8,4692
"9,003,059,102,010",2010,Bloomfield,224.54,46,20486
"9,009,576,001,999",1999,Orange,83.13,11,13233
"9,007,208,102,004",2004,Durham,28.86,2,6931
"9,011,737,702,005",2005,Stonington,,,18226
"9,007,224,901,998",1998,East Hampton,29.96,4,13352
"9,005,372,802,007",2007,Harwinton,18.07,1,5534
"9,003,220,702,004",2004,East Granby,81.53,4,4906
"9,011,523,502,002",2002,New London,567.9,148,26061
"9,005,804,901,998",1998,Watertown,32.32,7,21661
"9,005,109,401,999",1999,Canaan,370.03,4,1081
"9,009,195,502,004",2004,Derby,198.49,25,12595
"9,007,573,201,999",1999,Old Saybrook,67.52,7,10367
"9,001,741,902,005",2005,Stratford,,,50680
"9,007,224,902,000",2000,East Hampton,104.85,14,13352
"9,003,226,301,998",1998,East Hartford,334.85,166,49575
"92,003",2003,Connecticut,299.03,10335,3456125
"9,009,032,502,010",2010,Beacon Falls,66.13,4,6049
"9,005,402,902,007",2007,Kent,135.92,4,2943
"9,003,825,901,998",1998,West Hartford,150.97,96,63589
"9,009,520,702,002",2002,New Haven,1381.58,1725,124857
"9,003,745,402,005",2005,Suffield,,,14644
"9,011,662,101,999",1999,Salem,51.84,2,3858
"9,007,224,902,004",2004,East Hampton,22.74,3,13195
"9,003,101,001,999",1999,Burlington,97.68,8,8190
"9,009,229,101,998",1998,East Haven,156.09,44,28189
"9,003,370,702,001",2001,Hartford,1306.83,1593,121898
"9,005,804,902,000",2000,Watertown,23.08,5,21661
"9,003,370,702,007",2007,Hartford,1139.59,1411,123816
"9,009,828,701,998",1998,West Haven,127.96,67,52360
"9,013,720,902,003",2003,Stafford,51.99,6,11541
"9,003,371,402,001",2001,Hartland,49.46,1,2022
"9,005,659,301,999",1999,Roxbury,0,0,2136
"9,015,758,702,005",2005,Thompson,,,9168
"9,005,757,302,005",2005,Thomaston,,,7695
"9,011,570,401,999",1999,Old Lyme,148.53,11,7406
"9,005,659,302,000",2000,Roxbury,93.63,2,2136
"9,015,360,002,001",2001,Hampton,56.53,1,1769
"9,013,379,102,007",2007,Hebron,0,0,9363
"9,011,234,001,998",1998,East Lyme,198.7,36,18118
"9,009,229,102,004",2004,East Haven,76.88,22,28616
"9,003,226,302,004",2004,East Hartford,443.82,223,50246
"9,013,762,902,005",2005,Tolland,,,14099
"9,007,222,802,004",2004,East Haddam,23.12,2,8650
"9,011,423,902,007",2007,Lebanon,0,0,7188
"9,007,816,801,998",1998,Westbrook,206.61,13,6292
"9,003,248,001,998",1998,East Windsor,244.45,24,9818
"9,009,045,802,010",2010,Bethany,17.98,1,5563
"9,005,513,502,002",2002,New Hartford,79.82,5,6264
"9,015,405,002,007",2007,Killingly,257.29,44,17101
"9,003,653,701,999",1999,Rocky Hill,94.62,17,17966
"9,013,164,002,003",2003,Columbia,19.51,1,5125
"9,005,765,702,005",2005,Torrington,,,35793
"9,009,356,502,001",2001,Hamden,164,94,57318
"9,011,426,002,007",2007,Ledyard,46.85,7,14942
"9,011,234,002,004",2004,East Lyme,107.91,20,18534
"9,011,068,202,010",2010,Bozrah,114.2,3,2627
"9,005,757,302,000",2000,Thomaston,66.64,5,7503
"9,007,407,102,007",2007,Killingworth,47.07,3,6373
"9,003,248,002,004",2004,East Windsor,212.44,22,10356
"9,015,091,901,999",1999,Brooklyn,334.59,24,7173
"9,015,218,601,998",1998,Eastford,123.61,2,1618
"9,007,352,302,001",2001,Haddam,137.44,10,7276
"9,001,080,702,010",2010,Bridgeport,969.29,1398,144229
"9,001,639,701,999",1999,Ridgefield,4.23,1,23643
"9,015,121,302,003",2003,Canterbury,0,0,4824
"9,001,047,201,999",1999,Bethel,22.14,4,18067
"9,001,238,901,998",1998,Easton,27.5,2,7272
"9,005,160,502,003",2003,Colebrook,0,0,1475
"9,001,772,002,005",2005,Trumbull,,,35131
"9,011,716,702,003",2003,Sprague,134.45,4,2975
"9,011,802,802,000",2000,Waterford,167.08,32,19152
"9,009,349,502,001",2001,Guilford,74.43,16,21496
"9,013,778,302,005",2005,Union,,,774
"9,005,433,702,007",2007,Litchfield,59.38,5,8421
"9,011,562,701,999",1999,Norwich,415.32,150,36117
"9,015,218,602,004",2004,Eastford,0,0,1670
"9,013,253,601,998",1998,Ellington,92.87,12,12921
"9,015,091,902,010",2010,Brooklyn,109.62,9,8210
"9,001,634,801,999",1999,Redding,48.37,4,8270
"9,001,238,902,004",2004,Easton,0,0,7359
"9,001,089,801,999",1999,Brookfield,63.84,10,15664
"9,013,782,502,005",2005,Vernon,,,28621
"9,011,159,102,003",2003,Colchester,39.98,6,15006
"9,011,442,102,007",2007,Lyme,43.69,1,2289
"9,005,322,902,000",2000,Goshen,37.08,1,2697
"9,011,342,502,001",2001,Groton,280.5,112,39928
"9,011,786,002,005",2005,Voluntown,,,2566
"9,009,073,102,010",2010,Branford,132.02,37,28026
"9,003,259,901,998",1998,Enfield,172.52,78,45212
"9,013,253,602,004",2004,Ellington,14.29,2,13993
"9,009,800,702,000",2000,Waterbury,508.99,546,107271
"9,011,432,302,007",2007,Lisbon,46.98,2,4257
"9,003,084,901,999",1999,Bristol,396.26,238,60062
"9,009,445,602,007",2007,Madison,60.62,11,18146
"9,003,259,902,004",2004,Enfield,120.03,54,44989
"9,011,339,002,001",2001,Griswold,247.23,27,10921
"9,011,737,702,000",2000,Stonington,78.19,14,17906
"9,007,470,802,003",2003,Middlefield,0,0,4270
"9,015,138,102,010",2010,Chaplin,43.38,1,2305
"9,007,262,701,998",1998,Essex,107.61,7,6505
"9,009,787,402,005",2005,Wallingford,,,44081
"9,015,627,101,999",1999,Putnam,66.65,6,9002
"9,007,153,502,003",2003,Clinton,114.12,15,13144
"9,005,082,101,999",1999,Bridgewater,109.65,2,1824
"9,005,795,102,005",2005,Warren,,,1358
"9,005,082,102,010",2010,Bridgewater,0,0,1727
"9,001,560,601,999",1999,Norwalk,315.85,262,82951
"9,007,262,702,004",2004,Essex,76.03,5,6576
"9,007,143,002,010",2010,Chester,75.11,3,3994
"9,001,266,201,998",1998,Fairfield,50.58,29,57340
"9,001,336,202,001",2001,Greenwich,57.28,35,61108
"9,001,266,202,004",2004,Fairfield,85.96,50,58166
"9,005,797,202,005",2005,Washington,,,3587
"9,003,084,902,010",2010,Bristol,292.67,177,60477
"9,003,326,402,001",2001,Granby,19.16,2,10441
"9,013,449,102,007",2007,Mansfield,56.46,14,24796
"9,009,622,901,999",1999,Prospect,80.4,7,8707
"9,003,101,002,010",2010,Burlington,21.5,2,9301
"9,001,080,701,999",1999,Bridgeport,1304.39,1820,139529
"9,003,276,001,998",1998,Farmington,105.75,25,23641
"9,001,508,602,002",2002,New Fairfield,64.57,9,13939
"9,001,089,802,010",2010,Brookfield,30.39,5,16452
"9,009,465,202,007",2007,Meriden,287.94,173,60081
"9,003,653,702,000",2000,Rocky Hill,100.19,18,17966
"9,009,073,101,999",1999,Branford,118.54,34,28683
"9,009,800,702,005",2005,Waterbury,,,108819
"9,005,322,902,001",2001,Goshen,73.39,2,2725
"9,011,299,102,004",2004,Franklin,0,0,1870
"9,003,276,002,004",2004,Farmington,82.23,20,24321
"9,011,299,101,998",1998,Franklin,217.98,4,1835
"9,009,141,602,010",2010,Cheshire,41.01,12,29261
"9,009,469,402,007",2007,Middlebury,27.63,2,7238
"9,003,122,702,010",2010,Canton,48.58,5,10292
"9,003,447,002,007",2007,Manchester,192.34,110,57191
"9,001,505,802,002",2002,New Canaan,15.41,3,19464
"9,005,109,402,003",2003,Canaan,0,0,1127
"9,005,109,402,010",2010,Canaan,0,0,1234
"9,011,802,802,005",2005,Waterford,,,19335
"9,011,159,102,010",2010,Colchester,49.79,8,16068
"9,005,160,502,001",2001,Colebrook,0,0,1472
"9,005,804,902,005",2005,Watertown,,,22088
"9,003,312,401,998",1998,Glastonbury,78.43,25,31876
"9,015,121,302,010",2010,Canterbury,58.46,3,5132
"9,005,879,102,001",2001,Woodbury,86.24,8,9276
"9,009,073,102,008",2008,Branford,159.82,45,28157
"9,011,621,502,008",2008,Preston,63.59,3,4718
"9,005,160,502,010",2010,Colebrook,67.34,1,1485
"9,009,499,502,004",2004,Naugatuck,121.26,38,31338
"9,011,159,102,001",2001,Colchester,176.83,26,14703
"9,003,458,202,007",2007,Marlborough,48.42,3,6196
"9,003,312,402,004",2004,Glastonbury,72.96,24,32896
"9,003,825,902,005",2005,West Hartford,,,63429
"9,003,705,502,003",2003,Southington,93.3,38,40730
"9,009,877,002,001",2001,Woodbridge,133.57,12,8984
"9,005,322,901,998",1998,Goshen,148.31,4,2697
"9,013,062,602,009",2009,Bolton,40.13,2,4984
"9,013,062,602,003",2003,Bolton,59.93,3,5006
"9,007,153,502,010",2010,Clinton,128.21,17,13260
"9,003,504,402,004",2004,New Britain,462.57,334,72205
"9,007,153,502,001",2001,Clinton,83.9,11,13111
"9,011,068,202,000",2000,Bozrah,212.13,5,2357
"9,009,875,602,001",2001,Wolcott,45.57,7,15362
"9,009,622,902,008",2008,Prospect,43.17,4,9265
"9,001,505,802,004",2004,New Canaan,5.12,1,19532
"9,003,326,402,004",2004,Granby,65.29,7,10721
"9,011,426,002,003",2003,Ledyard,74.34,11,14796
"9,003,020,602,003",2003,Avon,54.51,9,16512
"9,003,326,401,998",1998,Granby,67.65,7,10347
"92,010",2010,Connecticut,280.21,10015,3574097
"9,007,470,802,007",2007,Middlefield,91.79,4,4358
"9,007,143,002,001",2001,Chester,79.62,3,3768
"9,003,276,002,006",2006,Farmington,64.88,16,24660
